,userID,date,Hour,Minute,wpkg,grade
337,U1000004,2022-11-19,6,37,0.6083333333333334,-4.630166666666665
338,U1000010,2022-11-19,6,37,1.69903,3.6781666666666664
339,U1000003,2022-11-19,6,38,1.7497866666666666,-5.104
340,U1000004,2022-11-19,6,38,3.3011266666666677,-2.8511666666666673
341,U1000010,2022-11-19,6,38,1.3284916666666664,2.8268333333333335
342,U1000003,2022-11-19,6,39,2.3047316666666675,-3.0483333333333347
343,U1000004,2022-11-19,6,39,4.040088333333334,6.7015
344,U1000010,2022-11-19,6,39,1.0806200000000004,0.12550000000000003
345,U1000003,2022-11-19,6,40,4.116456666666666,6.936166666666667
346,U1000004,2022-11-19,6,40,5.4754433333333346,8.085499999999998
347,U1000010,2022-11-19,6,40,1.4699533333333332,1.6039999999999999
348,U1000003,2022-11-19,6,41,4.189293333333334,7.807333333333334
349,U1000004,2022-11-19,6,41,5.415320000000001,3.7569999999999983
350,U1000010,2022-11-19,6,41,2.665501666666666,3.506166666666667
351,U1000003,2022-11-19,6,42,3.450205,6.430500000000001
352,U1000004,2022-11-19,6,42,4.033333333333333,0.6271666666666665
353,U1000010,2022-11-19,6,42,0.49438333333333334,-1.5844999999999998
354,U1000003,2022-11-19,6,43,3.4971116666666666,2.9344999999999994
355,U1000004,2022-11-19,6,43,4.061256666666667,2.4945000000000004
356,U1000010,2022-11-19,6,43,2.9937950000000004,5.012833333333332
357,U1000003,2022-11-19,6,44,2.8337416666666666,0.35999999999999993
358,U1000004,2022-11-19,6,44,1.348653333333334,-1.2444999999999997
359,U1000010,2022-11-19,6,44,1.2495419999999993,5.5434
360,U1000003,2022-11-19,6,45,3.8718066666666675,2.1703333333333332
361,U1000004,2022-11-19,6,45,6.068693333333332,4.830166666666666
362,U1000003,2022-11-19,6,46,2.606793333333333,-0.28216666666666734
363,U1000004,2022-11-19,6,46,0.37499833333333343,0.1634999999999998
364,U1000010,2022-11-19,6,46,0.8574799999999999,0.31400000000000006
365,U1000003,2022-11-19,6,47,4.381681666666667,5.150666666666667
366,U1000004,2022-11-19,6,47,0.25247499999999995,0.55
367,U1000010,2022-11-19,6,47,1.2003833333333331,1.3580000000000003
368,U1000003,2022-11-19,6,48,1.8227055555555565,4.578611111111111
369,U1000010,2022-11-19,6,48,1.2883799999999999,-0.49033333333333334
370,U1000010,2022-11-19,6,49,0.5482550000000002,-1.6316666666666668
371,U1000004,2022-11-19,6,50,0.6461733333333334,0.06283333333333332
372,U1000010,2022-11-19,6,50,0.0,-5.589999999999999
373,U1000003,2022-11-19,6,51,3.081678333333333,-0.06283333333333307
374,U1000004,2022-11-19,6,51,2.5484200000000006,0.13916666666666633
375,U1000010,2022-11-19,6,51,0.32829666666666657,-3.422666666666666
376,U1000003,2022-11-19,6,52,3.0742749999999996,-0.7353333333333332
377,U1000004,2022-11-19,6,52,2.1653200000000004,-0.5426666666666665
378,U1000010,2022-11-19,6,52,1.315506666666667,-0.508
379,U1000003,2022-11-19,6,53,2.7349766666666655,-3.9633333333333334
380,U1000004,2022-11-19,6,53,2.0961683333333325,-3.9383333333333326
381,U1000010,2022-11-19,6,53,0.17248000000000005,-2.035833333333333
382,U1000000,2022-11-19,6,54,2.5810416666666667,0.051666666666666645
383,U1000003,2022-11-19,6,54,0.5393016666666665,-4.063833333333332
384,U1000004,2022-11-19,6,54,0.7828816666666667,-4.066666666666666
385,U1000010,2022-11-19,6,54,1.6153066666666667,-0.4195
386,U1000003,2022-11-19,6,55,1.9037016666666668,-0.7969999999999999
387,U1000004,2022-11-19,6,55,2.2058566666666675,-0.7233333333333332
388,U1000010,2022-11-19,6,55,0.9511616666666666,-0.39549999999999996
389,U1000000,2022-11-19,6,56,3.6177083333333324,0.9708333333333332
390,U1000003,2022-11-19,6,56,1.5267466666666667,-1.9491666666666678
391,U1000004,2022-11-19,6,56,0.6495466666666667,-1.5788333333333335
392,U1000010,2022-11-19,6,56,2.743993333333332,2.935166666666667
393,U1000000,2022-11-19,6,57,2.3510416666666667,-0.24383333333333337
394,U1000003,2022-11-19,6,57,1.4495949999999997,-0.43799999999999994
395,U1000004,2022-11-19,6,57,3.247746666666667,-0.18233333333333332
396,U1000010,2022-11-19,6,57,1.2405016666666666,2.7713333333333336
397,U1000000,2022-11-19,6,58,3.187708333333333,0.965333333333334
398,U1000003,2022-11-19,6,58,3.146506666666667,1.2113333333333332
399,U1000004,2022-11-19,6,58,3.6222983333333336,0.9750000000000001
400,U1000010,2022-11-19,6,58,1.250005,0.26500000000000007
401,U1000000,2022-11-19,6,59,2.2199999999999993,-0.8829999999999993
402,U1000003,2022-11-19,6,59,3.513990000000001,2.395833333333334
403,U1000004,2022-11-19,6,59,3.5463999999999976,2.4595
404,U1000010,2022-11-19,6,59,1.1065900000000004,-0.8603333333333334
405,U1000000,2022-11-19,7,0,1.836666666666667,-0.6493333333333333
406,U1000003,2022-11-19,7,0,2.327371666666667,-0.5305
407,U1000004,2022-11-19,7,0,2.233781666666667,-0.45899999999999996
408,U1000010,2022-11-19,7,0,2.363374999999999,0.46899999999999986
409,U1000000,2022-11-19,7,1,2.4264583333333323,0.1958333333333334
410,U1000003,2022-11-19,7,1,3.2471233333333327,0.019833333333333324
411,U1000004,2022-11-19,7,1,3.5362600000000004,-0.13500000000000037
