,indexvalue,userID,date,Hour,Minute,distance_per_minute,enhanced_speed,power,wpkg,FTP_perct,cadence,grade,enhanced_altitude,hear_rate,max_heart_rate_perct
86,86,U1000000,2022-11-19,7,58,0.6755,40.53215999999999,141.6,1.7700000000000007,0.47043166666666647,64.79999999999997,-2.1126666666666662,86.58999999999999,152.18333333333328,0.8014699999999999
87,87,U1000000,2022-11-19,7,59,0.4593,27.55549090909091,195.4848484848485,2.443560606060606,0.6494484848484848,69.4848484848485,-0.4672727272727272,74.89090909090908,140.3030303030303,0.738890909090909
88,88,U1000000,2022-11-19,8,0,0.606,36.359759999999994,270.20000000000005,3.3775,0.8976883333333333,86.6,0.07083333333333316,72.83,158.4166666666667,0.8342933333333333
89,89,U1000000,2022-11-19,8,1,0.5782,34.69020000000001,215.78333333333342,2.6972916666666666,0.7168949999999998,89.08333333333336,0.9208333333333332,80.79000000000002,169.93333333333337,0.8949549999999996
90,90,U1000000,2022-11-19,8,2,0.7725,46.3484347826087,145.65217391304344,1.8206521739130428,0.48390000000000005,78.7608695652174,-2.2017391304347824,71.10434782608696,161.43478260869566,0.8501978260869565
91,91,U1000000,2022-11-19,8,3,0.6115,36.68868679245283,344.0566037735848,4.30070754716981,1.1430396226415092,94.24528301886792,0.9386792452830188,41.909433962264146,155.8490566037736,0.8207622641509437
92,92,U1000000,2022-11-19,8,4,0.5784,34.70592,198.79999999999998,2.485,0.6604633333333334,86.13333333333333,0.8260000000000001,51.24999999999999,171.2666666666667,0.9019683333333334
93,93,U1000000,2022-11-19,8,5,0.9193,55.158719999999995,278.26666666666665,3.4783333333333326,0.92447,86.81666666666663,-4.024500000000001,33.790000000000006,161.7666666666667,0.85194
94,94,U1000000,2022-11-19,8,6,0.7054,42.32628000000001,192.41666666666663,2.405208333333333,0.6392583333333335,86.36666666666666,-0.06599999999999999,7.713333333333334,164.8500000000001,0.8681683333333334
95,95,U1000000,2022-11-19,8,7,0.4453,26.71902,106.16666666666667,1.3270833333333334,0.3527116666666666,67.66666666666664,0.4651666666666666,8.123333333333331,153.20000000000005,0.8068183333333332
96,96,U1000000,2022-11-19,8,8,0.4975,29.850119999999997,149.4166666666666,1.867708333333333,0.4963999999999999,77.51666666666664,0.023500000000000066,9.16000000000001,144.33333333333326,0.7601283333333334
97,97,U1000000,2022-11-19,8,9,0.3184,19.101948387096773,27.48387096774194,0.34354838709677415,0.0913032258064516,48.74193548387097,0.0,8.270967741935467,136.41935483870964,0.7184451612903225
98,98,U1000000,2022-11-19,8,15,0.3202,19.21425,169.45833333333331,2.1182291666666666,0.5629875,67.04166666666666,0.0,8.499999999999991,123.41666666666666,0.6499625
99,99,U1000000,2022-11-19,8,16,0.5982,35.8899,185.08333333333337,2.313541666666666,0.6148983333333335,86.65000000000002,0.0,8.613333333333333,143.31666666666663,0.7547599999999999
100,100,U1000000,2022-11-19,8,17,0.6944,41.665859999999995,177.85000000000002,2.2231249999999996,0.5908699999999999,86.49999999999999,0.0,7.73333333333333,149.41666666666663,0.7868916666666665
101,101,U1000000,2022-11-19,8,18,0.7324,43.94238000000002,200.46666666666664,2.5058333333333334,0.666,78.1,0.0,7.353333333333335,154.03333333333336,0.8112016666666667
102,102,U1000000,2022-11-19,8,19,0.7213,43.27596,188.21666666666667,2.352708333333334,0.6253066666666665,83.55,0.0,7.0433333333333294,152.73333333333338,0.8043600000000001
103,103,U1000000,2022-11-19,8,20,0.4533,27.19787586206897,89.9137931034483,1.1239224137931036,0.29870689655172417,61.94827586206895,0.0,7.089655172413787,144.41379310344823,0.7605413793103448
104,104,U1000000,2022-11-19,8,21,0.6051,36.30624,226.10000000000005,2.8262500000000004,0.7511583333333335,77.23333333333335,0.0,7.236666666666654,152.13333333333335,0.8012066666666667
105,105,U1000000,2022-11-19,8,22,0.7735,46.40976,318.8833333333333,3.9860416666666687,1.0594066666666668,95.81666666666665,0.0,7.893333333333336,161.89999999999995,0.8526366666666665
106,106,U1000000,2022-11-19,8,23,0.7985,47.90934,257.8833333333334,3.2235416666666667,0.8567550000000002,92.46666666666668,0.0,8.926666666666675,166.7833333333333,0.8783516666666664
107,107,U1000000,2022-11-19,8,24,0.7526,45.155159999999995,210.35,2.6293750000000005,0.6988383333333333,89.23333333333332,0.0,9.479999999999988,161.20000000000002,0.848945
108,108,U1000000,2022-11-19,8,25,0.769,46.14161999999999,209.08333333333334,2.6135416666666664,0.6946366666666667,85.46666666666667,0.0,9.313333333333318,157.20000000000005,0.8278900000000001
109,109,U1000000,2022-11-19,8,26,0.7764,46.58208,271.11666666666673,3.388958333333334,0.9007166666666666,89.06666666666668,0.0,10.006666666666662,159.0833333333333,0.8378049999999999
110,110,U1000000,2022-11-19,8,27,0.7301,43.80306,294.2499999999999,3.6781249999999996,0.9775733333333332,84.25,0.0,10.28,167.0833333333333,0.8799433333333334
111,111,U1000000,2022-11-19,8,28,0.5035,30.207180000000005,224.08333333333331,2.8010416666666655,0.7444616666666665,82.04999999999998,0.0,9.600000000000001,161.01666666666665,0.8479783333333335
112,112,U1000000,2022-11-19,8,29,0.5905,35.4306,249.83333333333331,3.122916666666667,0.83,91.0,0.0,7.700000000000017,163.0,0.8584
