Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:AvgSpeed,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:52.000Z,46.22504365,14.61128759,357.7999878,2.25999999,86,2.414999962,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:53.000Z,46.22506544,14.61131542,357.7999878,5.480000019,86,2.428999901,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:54.000Z,46.22508665,14.6113404,357.7999878,8.520000458,86,2.476000071,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:55.000Z,46.2251133,14.61136412,358,12,87,2.535000086,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:56.000Z,46.22514012,14.61138574,358,15.39999962,87,2.60800004,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:57.000Z,46.22516762,14.61140687,358,18.86000061,87,2.710000038,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:58.000Z,46.22519854,14.61142665,358.2000122,22.61000061,87,2.809999943,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:53:59.000Z,46.22522436,14.61143863,358.3999939,25.62999916,87,2.904999971,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:00.000Z,46.22525294,14.61145028,358.6000061,28.92000008,85,2.990999937,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:01.000Z,46.22528488,14.61146219,358.7999878,32.58000183,83,3.076999903,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:02.000Z,46.22531338,14.61147367,359,35.86999893,83,3.157000065,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:03.000Z,46.22534263,14.61148415,359.2000122,39.20999908,82,3.230999947,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:04.000Z,46.22536845,14.6114958,359.3999939,42.22000122,82,3.302000046,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:05.000Z,46.22539636,14.61150653,359.6000061,45.41999817,82,3.344000101,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:06.000Z,46.22542972,14.61151592,359.7999878,49.20000076,84,3.357000113,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:07.000Z,46.22545746,14.61152564,360,52.36999893,85,3.361000061,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:08.000Z,46.22548889,14.61153796,360.2000122,55.99000168,86,3.355999947,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:09.000Z,46.2255158,14.61154936,360.3999939,59.09999847,85,3.338999987,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:10.000Z,46.22554069,14.6115595,360.7999878,61.97000122,85,3.315999985,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:11.000Z,46.22557204,14.61156922,361,65.52999878,83,3.301000118,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:12.000Z,46.22560113,14.61157727,361.3999939,68.83000183,82,3.298000097,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:13.000Z,46.2256308,14.61158657,361.6000061,72.19999695,81,3.306999922,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:14.000Z,46.22565771,14.6115942,361.6000061,75.23000336,81,3.311000109,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:15.000Z,46.22569215,14.61159856,361.6000061,79.06999969,81,3.321000099,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:16.000Z,46.2257199,14.61160141,361.6000061,82.16000366,82,3.33100009,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:17.000Z,46.22575519,14.61160284,361.7999878,86.08999634,83,3.361000061,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:18.000Z,46.22578327,14.61160351,361.7999878,89.20999908,85,3.345999956,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:19.000Z,46.22580833,14.61161683,361.7999878,92.12000275,87,3.295000076,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:20.000Z,46.22583305,14.61164273,362.2000122,95.36000061,87,3.289999962,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:21.000Z,46.22585401,14.61164927,362.6000061,97.72000122,88,3.263999939,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:22.000Z,46.22588142,14.6116455,363,100.7699966,87,3.262000084,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:23.000Z,46.22590103,14.61163033,363.2000122,103.2399979,87,3.196000099,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:24.000Z,46.22591268,14.61160996,363.3999939,105.2600021,88,3.096999884,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:25.000Z,46.22592534,14.61157425,363.6000061,108.3600006,89,3.042000055,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:26.000Z,46.22593129,14.61154165,363.6000061,110.9599991,90,3.013000011,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:27.000Z,46.22595107,14.61150971,364,114.0800018,90,2.992000103,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:28.000Z,46.22595317,14.61145867,364.2000122,117.9000015,91,3.025000095,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:29.000Z,46.22595912,14.61141449,364.2000122,121.3600006,93,3.002000093,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:30.000Z,46.22596264,14.61136462,364.3999939,125.2099991,94,3.020999908,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:31.000Z,46.22596876,14.61132095,364.6000061,128.6199951,93,3.085999966,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:32.000Z,46.22598644,14.61129128,364.7999878,131.5399933,94,3.058000088,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:33.000Z,46.22600673,14.61126622,365,134.3099976,94,3.058000088,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:34.000Z,46.2260141,14.61122808,365.3999939,137.2100067,95,3.071000099,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:35.000Z,46.22601813,14.61119346,366.2000122,139.5299988,96,3.111000061,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:36.000Z,46.22604319,14.61118307,367,142.4100037,97,3.148000002,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:37.000Z,46.22606942,14.61118324,366.7999878,145.3200073,99,3.167000055,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:38.000Z,46.22609784,14.611186,366.7999878,148.4700012,99,3.153000116,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:39.000Z,46.22611988,14.61119095,367,150.9499969,100,3.118999958,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:40.000Z,46.22614603,14.61119967,367.2000122,153.9299927,101,3.029999971,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:41.000Z,46.2261664,14.61120822,367.3999939,156.2799988,101,2.967999935,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:42.000Z,46.2261913,14.61121827,367.7999878,159.1499939,101,2.904999971,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:43.000Z,46.22621502,14.61122615,368,161.8500061,101,2.825999975,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:44.000Z,46.22624067,14.61123445,368.2000122,164.7700043,101,2.818000078,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:45.000Z,46.22626338,14.61124124,368.3999939,167.3500061,100,2.818000078,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:46.000Z,46.22628777,14.61125272,368.3999939,170.1999969,100,2.77699995,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:47.000Z,46.22631426,14.61126379,368.6000061,173.2700043,98,2.772000074,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:48.000Z,46.22633739,14.61127108,368.7999878,175.8999939,99,2.801000118,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:49.000Z,46.22636279,14.61127787,369,178.7700043,98,2.792999983,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:50.000Z,46.22638928,14.6112803,369.2000122,181.7200012,98,2.799999952,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:51.000Z,46.22642046,14.61127795,369.3999939,185.1799927,98,2.835000038,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:52.000Z,46.22645499,14.61127678,369.2000122,189.0099945,98,2.917000055,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:53.000Z,46.22648031,14.61127368,369.2000122,191.8300018,98,2.957000017,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:54.000Z,46.22650855,14.61125666,369.3999939,195.2200012,98,3.020999908,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:55.000Z,46.22654694,14.61122188,369.3999939,200.2400055,98,3.176000118,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:56.000Z,46.2265808,14.61117972,369,205.1499939,97,3.344000101,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:57.000Z,46.22660704,14.61113663,369,209.5500031,96,3.489000082,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:58.000Z,46.22662615,14.61108324,368.7999878,214.1900024,95,3.628000021,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:54:59.000Z,46.22663788,14.61103538,368.6000061,218.0299988,95,3.70600009,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:00.000Z,46.22663814,14.61098752,368.6000061,221.7200012,95,3.806999922,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:01.000Z,46.22663688,14.61094008,368.3999939,225.3800049,94,3.880000114,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:02.000Z,46.22663721,14.6108949,368.3999939,228.8699951,93,3.930999994,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:03.000Z,46.22663914,14.61084981,368.2000122,232.3600006,93,3.951999903,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:04.000Z,46.22664635,14.61080111,368,236.1999969,93,3.930999994,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:05.000Z,46.22665624,14.61076548,367.7999878,239.1600037,92,3.950000048,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:06.000Z,46.2266694,14.61072877,367.6000061,242.3399963,91,3.933000088,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:07.000Z,46.22668943,14.61069466,367.3999939,245.7899933,90,3.815000057,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
Biking,2012-06-23T08:53:52.000Z,2012-06-23T08:53:52.000Z,3240,8869.41,11.46500015,374,118,173,Active,Manual,2012-06-23T08:55:08.000Z,46.22671265,14.61067094,367.2000122,248.9499969,89,3.66899991,3.062000036,Garmin Forerunner 310XT,3835695422,1018,4,20,0,0,Garmin Connect API,17,20,0,0,en,006-D2449-00
