step,distance,enhanced_speed,cadence,grade,max_heart_rate_perct,power
1565,12.66869,28.5192,83,0,0.6447,2.9595
1566,12.67658,28.854,83,0,0.6447,2.8784
1567,12.68469,28.8684,83,0,0.6394,2.7027
1568,12.69281,28.7568,83,0,0.6394,2.2297
1569,12.70059,28.404,82,0,0.6394,2.0405
1570,12.70862,28.4328,82,0,0.6394,1.8243
1571,12.7165,28.4724,82,0,0.6394,2.2973
1572,12.72425,28.458,82,0,0.6394,2.3108
1573,12.73222,28.4868,82,0,0.6447,2.3784
1574,12.74011,28.4472,82,0,0.6447,2.2973
1575,12.74797,28.4112,82,0,0.6447,2.2162
1576,12.75574,28.098,82,0,0.6447,2.2973
1577,12.76364,28.134,81,0,0.6447,2.2973
1578,12.77142,28.062,81,0,0.6447,2.4189
1579,12.77893,28.0116,82,0,0.65,2.2568
1580,12.78693,28.062,82,0,0.65,2.6892
1581,12.79479,28.1988,82,0,0.6447,2.7297
1582,12.8028,28.224,82,0,0.6447,2.5
1583,12.8106,28.3428,82,0,0.6394,2.3784
1584,12.81856,28.3824,82,0,0.6394,2.1892
1585,12.82649,28.3788,82,0,0.6447,2.2973
1586,12.8344,28.3464,82,0,0.6447,2.527
1587,12.84191,28.26,82,0,0.6447,2.3108
1588,12.84984,27.9468,82,0,0.6447,2.2162
1589,12.85745,27.8892,80,0,0.6447,2.0811
1590,12.86502,27.8892,81,0,0.6447,2.0676
1591,12.87295,27.9396,80,0,0.6394,2.3649
1592,12.88073,27.9108,80,0,0.6394,2.5405
1593,12.88843,27.864,81,0,0.6394,2.2297
1594,12.89592,27.9288,80,0,0.6394,2.3378
1595,12.90377,27.882,80,0,0.6394,2.6622
1596,12.9114,27.8892,81,0,0.6394,2.3784
1597,12.91921,27.8352,80,0,0.6394,2.4459
1598,12.92694,27.4212,80,0,0.6394,2.2703
1599,12.93429,27.4284,80,0,0.6394,2.1892
1600,12.94192,27.486,80,0,0.6394,2.1757
1601,12.9496,27.5652,80,0,0.6447,2.4865
1602,12.95735,27.63,81,0,0.6447,2.4865
1603,12.96508,27.7344,80,0,0.6447,2.1757
1604,12.97286,27.7992,81,0,0.65,2.3108
1605,12.98078,27.8244,81,0,0.65,2.2432
1606,12.98848,27.8784,81,0,0.65,2.1216
1607,12.99619,27.882,81,0,0.65,2.2568
1608,13.00397,27.9072,80,0,0.65,2.5405
1609,13.01185,27.9396,81,0,0.65,2.5405
1610,13.01964,28.0008,81,0,0.65,2.473
1611,13.02767,27.9972,81,0,0.65,2.5
1612,13.03532,28.0224,81,0,0.65,2.5541
1613,13.04328,28.0548,82,0,0.65,2.7297
1614,13.05113,28.0584,81,0,0.65,2.8378
1615,13.05897,28.098,81,0,0.6553,2.8919
1616,13.06664,28.6848,82,0,0.6553,3.0946
1617,13.07468,28.746,84,0,0.65,2.6757
1618,13.08278,28.7424,84,0,0.65,2.2703
1619,13.09033,28.4472,82,0,0.65,2.3784
1620,13.09867,28.4652,82,0,0.65,2.7568
1621,13.10657,28.4616,82,0,0.65,3.0541
1622,13.11441,28.4292,82,0,0.65,2.9595
1623,13.12212,28.3248,82,0,0.65,2.9865
1624,13.13011,28.3356,82,0,0.65,2.6351
1625,13.13806,28.2564,82,0,0.6447,2.3649
1626,13.14583,28.2492,81,0,0.6447,2.0676
1627,13.15366,28.3068,82,0,0.6394,2.4595
1628,13.16157,28.368,83,0,0.6447,2.5541
1629,13.16911,28.4076,82,0,0.6447,1.9595
1630,13.17736,28.4328,82,0,0.6447,1.9865
1631,13.18513,28.0944,82,0,0.6447,1.8243
1632,13.1928,28.0116,81,0,0.6447,1.4595
1633,13.20051,28.026,81,0,0.65,1.6622
1634,13.20836,28.1664,82,0,0.6447,2.2838
1635,13.21627,28.5768,83,0,0.6447,2.6351
1636,13.2241,28.6956,83,0,0.6394,2.8649
1637,13.23208,28.7892,83,0,0.6394,3.1486
1638,13.24004,28.6956,83,0,0.65,3.2703
1639,13.24821,29.1744,84,0,0.6658,2.9189
1640,13.2561,29.2968,86,0,0.6658,2.4595
1641,13.26453,29.3868,85,0,0.6605,3.0946
1642,13.27256,29.3292,85,0,0.6605,2.8919
1643,13.28095,29.3148,84,0,0.6605,2.6081
1644,13.28912,29.3796,84,0,0.6553,2.6486
1645,13.29728,29.6496,84,0,0.6553,2.4459
1646,13.30548,29.2932,84,0,0.6553,2.8514
1647,13.31368,29.322,84,0,0.6553,3.3378
1648,13.32203,29.7972,84,0,0.65,2.9865
1649,13.33006,28.8216,84,0,0.65,2.3108
1650,13.33833,29.2716,84,0,0.65,2.4595
1651,13.34656,28.9512,84,0,0.65,3.1757
1652,13.35453,28.854,83,0,0.6447,2.6351
1653,13.36262,28.8396,84,0,0.6394,2.7027
1654,13.37062,28.818,83,0,0.6394,2.7027
1655,13.3785,28.7712,84,0,0.6394,2.8108
1656,13.38676,28.9044,83,0,0.6394,2.9324
1657,13.39469,28.9548,84,0,0.6447,3.1892
1658,13.40262,29.052,85,0,0.6447,3.3514
1659,13.4109,29.4084,85,0,0.6447,3.2973
1660,13.41913,29.4768,85,0,0.6447,3.1081
1661,13.42724,29.484,86,0,0.65,3.0135
1662,13.43556,29.5416,85,0,0.65,3.0541
1663,13.44345,29.574,86,0,0.6553,3.0676
1664,13.45155,29.0376,85,0,0.65,2.9189
1665,13.45977,28.7172,84,0,0.65,2.0946
1666,13.46746,28.3356,83,0,0.65,2
1667,13.47549,28.1808,83,0,0.65,1.7703
1668,13.48292,27.1656,73,0,0.65,1.2027
1669,13.49032,26.7264,56,0,0.65,0.4189
1670,13.49776,26.694,56,0,0.65,0.1216
1671,13.5044,26.9928,45,0,0.65,0.1216
1672,13.51179,26.2872,69,0,0.65,1.0135
1673,13.51833,25.866,76,0,0.65,4.1216
1674,13.52614,26.3736,78,0,0.65,4.7162
1675,13.53352,27.3024,80,0,0.6553,3.8514
1676,13.54118,27.63,80,0,0.65,4.0541
1677,13.54881,27.72,81,0,0.65,3.3108
1678,13.55676,27.828,80,0,0.6553,3.0135
1679,13.56419,27.8172,80,0,0.6553,2.6351
1680,13.57218,27.7128,81,0,0.6553,2.5135
1681,13.57963,27.6624,80,0,0.6553,2.3649
1682,13.58746,27.6876,81,0,0.6553,2.6622
1683,13.59488,27.6804,80,0,0.6553,2.8108
1684,13.60296,27.7488,81,0,0.6553,2.7838
1685,13.61072,28.0944,81,0,0.6553,2.6892
1686,13.61868,28.1196,81,0,0.6553,2.6622
1687,13.62641,28.0188,81,0,0.6553,2.7162
1688,13.63416,28.0044,81,0,0.65,2.2432
1689,13.6418,27.6984,80,0,0.65,1.9324
1690,13.64952,27.7272,80,0,0.65,2.1622
1691,13.6574,27.7596,80,0,0.65,2.6351
1692,13.66493,27.3816,80,0,0.65,2.5
1693,13.67267,27.3888,79,0,0.6447,2.2838
1694,13.67968,27.432,79,0,0.6447,2.3378
1695,13.68768,27.4932,80,0,0.6447,2.5
1696,13.69556,27.594,80,0,0.6447,2.4595
1697,13.70325,27.6516,80,0,0.6447,2.1486
1698,13.71099,27.3564,80,0,0.6394,1.9054
1699,13.71842,26.9532,79,0,0.6394,1.6892
1700,13.72593,26.6472,77,0,0.6394,1.7432
1701,13.73322,26.5896,77,0,0.6394,2.4189
1702,13.74104,26.6652,77,0,0.6341,2.8784
1703,13.74832,26.712,77,0,0.6288,2.973
1704,13.75568,26.7552,78,0,0.6288,3.0405
1705,13.76319,26.8848,78,0,0.6288,3.1351
1706,13.77068,26.9568,78,0,0.6341,3.3514
1707,13.77819,26.9604,78,0,0.6394,2.9189
1708,13.78576,26.6472,77,0,0.6394,2.6622
1709,13.79307,26.1756,77,0,0.6394,2.7568
1710,13.80017,25.7292,76,0,0.6394,2.9324
1711,13.80766,26.046,76,0,0.6394,2.7432
1712,13.81483,25.9524,75,0,0.6394,2.0811
1713,13.82222,25.8732,75,0,0.6394,1.4189
1714,13.82907,25.8084,74,0,0.6394,1.0405
1715,13.83636,25.7364,74,0,0.6394,1.0541
1716,13.84345,25.5924,74,0,0.6447,1.0946
1717,13.85051,24.822,74,0,0.6447,1.1757
1718,13.85702,24.1344,74,0,0.6447,1.0541
1719,13.86366,23.256,7,0,0.6447,0.6622
1720,13.87055,22.1112,0,0,0.6447,0
1721,13.87636,20.286,0,0,0.6447,0
1722,13.88144,16.8552,0,0,0.6447,0
1723,13.88531,11.862,0,0,0.6447,0
1724,13.88783,9.1512,0,0,0.6447,0
1725,13.89072,10.7172,0,0,0.6447,0
1726,13.89396,13.2588,21,0,0.6394,0.7297
1727,13.89785,16.128,35,0.05,0.6394,3.1351
1728,13.90263,16.8336,48,0.6,0.6394,3.973
1729,13.90749,18.9252,51,0,0.6394,3.6081
1730,13.91288,19.8864,57,0,0.6447,2.8243
1731,13.91872,20.43,59,0,0.6447,2.9865
1732,13.92473,22.5792,62,0,0.6447,3.3243
1733,13.93117,23.8032,67,0,0.6447,4.1081
1734,13.93822,24.894,70,-0.07,0.6447,4.2568
1735,13.94508,24.4224,70,-1.08,0.6447,3.6622
1736,13.95208,25.1064,59,-0.94,0.6447,2.3108
1737,13.95914,25.218,73,0,0.6394,3.1351
1738,13.96608,25.6788,74,0,0.6394,3.1081
1739,13.97317,26.0388,75,0,0.6394,2.5135
1740,13.98109,26.172,75,0,0.6341,1.9865
1741,13.98842,26.5608,76,0,0.6341,2.1622
1742,13.99572,26.4816,77,0,0.6341,2.2432
1743,14.00338,26.3808,77,0,0.6341,1.6486
1744,14.01103,26.2836,75,0,0.6394,1.1892
1745,14.01845,26.2764,76,0,0.6394,1.3378
1746,14.02576,26.4204,76,0,0.6394,2.2432
1747,14.03347,27.0684,77,0,0.6394,2.5946
1748,14.04096,27.1152,79,0,0.6394,2.5135
1749,14.04852,27.2628,79,0,0.6394,2.3514
1750,14.05631,27.7704,79,0,0.6394,1.9595
1751,14.06411,27.792,80,0,0.6341,1.9324
1752,14.07197,27.8316,80,0,0.6341,2.4324
1753,14.07976,27.8424,81,0,0.6341,2.4054
1754,14.08768,28.2636,82,0,0.6341,2.2027
1755,14.09558,28.2096,82,0,0.6341,2.027
1756,14.10307,28.1052,81,0,0.6394,1.7162
1757,14.11095,28.008,81,0,0.6394,1.7027
1758,14.11889,27.9792,81,0,0.6394,1.7838
1759,14.12656,27.9972,81,0,0.6394,1.7703
1760,14.13439,28.0188,82,0,0.6394,2.1486
1761,14.14223,28.0692,81,0,0.6447,2.0946
1762,14.15015,28.3824,82,0,0.6447,1.7838
1763,14.15815,28.386,82,0,0.6447,1.9595
1764,14.16601,28.3752,82,0,0.6447,2.0676
1765,14.17393,28.3932,82,0,0.6447,1.8784
1766,14.18183,28.4796,82,0,0.6447,1.8649
1767,14.18973,28.5588,82,0,0.6447,1.5541
1768,14.19762,28.5264,82,0,0.6394,1.473
1769,14.20555,28.1376,82,0,0.6394,1.9054
1770,14.2136,28.0152,81,0,0.6394,1.8378
1771,14.22129,27.3816,79,0,0.6394,1.4324
1772,14.22884,27.288,79,0,0.6341,1.2297
1773,14.23628,26.0424,79,0,0.6341,0.8243
1774,14.24312,23.6448,79,0,0.6394,0.7973
1775,14.24951,20.9592,16,0,0.6394,0.6216
1776,14.25471,17.1108,0,0,0.6394,0
1777,14.25913,15.5484,0,0,0.6394,0
1778,14.26352,17.0784,13,0,0.6447,0.1622
1779,14.26871,19.62,54,0,0.6447,1.7568
1780,14.27441,22.176,60,0,0.6447,4.4459
1781,14.28045,22.5108,66,0,0.6394,4.4324
1782,14.28696,23.3316,66,0,0.6394,2.527
1783,14.29365,24.2676,69,0,0.6447,3.2703
1784,14.3004,24.5808,71,0,0.65,3.4459
1785,14.3074,25.5564,72,0,0.65,3.2838
1786,14.31453,25.6176,74,0,0.6553,3.0946
1787,14.32177,26.01,75,0,0.6553,2.2703
1788,14.32902,26.1036,75,0,0.6553,2.3108
1789,14.33639,26.3844,76,0,0.6553,2.9054
1790,14.34378,26.4348,77,0,0.6553,2.7297
1791,14.35134,26.5248,77,0,0.6553,2.973
1792,14.35884,26.424,77,0,0.6553,2.8108
1793,14.36611,26.4132,76,0,0.6553,2.1351
1794,14.37369,26.3916,76,0,0.65,2.4189
1795,14.38108,26.3952,76,0,0.65,2.6757
1796,14.38839,26.3376,76,0,0.6447,2.7568
1797,14.39586,26.316,76,0,0.6447,2.5405
1798,14.40314,26.3268,76,0,0.6447,2.7027
1799,14.41031,26.3628,76,0,0.6447,3.1351
1800,14.41802,26.9316,77,0,0.6447,3.3108
1801,14.42555,27.63,79,0,0.6447,3.7162
1802,14.43317,26.9172,78,0,0.6447,3.2027
1803,14.44092,26.7948,77,0,0.65,1.973
1804,14.44822,26.4564,77,0,0.6447,1.7432
1805,14.45586,26.7228,77,0,0.6394,2.5
1806,14.46295,25.9848,76,0,0.6394,3.1081
1807,14.47028,24.876,74,0,0.6394,3.0135
1808,14.47735,24.9372,72,0,0.6394,2.9189
1809,14.48438,24.9876,73,0,0.6394,3.0676
1810,14.49127,24.5664,72,0,0.6394,3.0676
1811,14.4983,25.4448,71,0,0.6447,2.9324
1812,14.50519,24.84,71,0,0.6447,2.9595
1813,14.51214,25.6572,71,0,0.65,3.0405
1814,14.51941,26.568,74,0,0.65,3.2297
1815,14.52712,27.7848,76,0,0.65,3.527
1816,14.53464,26.8668,53,0,0.6553,3.3243
1817,14.54212,26.9712,78,0,0.6553,1.7838
1818,14.54985,27.2772,78,0,0.65,2.3514
1819,14.55723,27.36,79,0,0.6553,2.7973
1820,14.56497,27.4248,80,0,0.65,2.9054
1821,14.57265,27.4644,80,0,0.65,2.8784
1822,14.58008,28.0332,81,0,0.65,3.0135
1823,14.58819,28.1232,81,0,0.65,2.7838
1824,14.59574,28.0404,81,0,0.6447,2.473
1825,14.60375,27.9036,81,0,0.6447,2.6892
1826,14.61115,27.5328,80,0,0.6394,2.3649
1827,14.61891,27.5652,80,0,0.6394,2.2027
1828,14.62672,27.8928,80,0,0.6447,3.0811
1829,14.63452,27.954,81,0,0.6447,3.1351
1830,14.6424,27.8316,81,0,0.6447,2.9189
1831,14.65006,27.9648,81,0,0.6447,2.6757
1832,14.65797,28.0368,81,0,0.65,2.7297
1833,14.66583,28.0224,81,0,0.65,2.7432
1834,14.67367,27.4356,81,0,0.65,2.6351
1835,14.68127,27.8208,80,0,0.65,2.4324
1836,14.6892,27.9504,80,0,0.6447,2.5811
1837,14.69724,27.9432,81,0,0.6447,2.8514
1838,14.70497,28.0764,81,0,0.6447,2.8919
1839,14.71257,28.0944,81,0,0.6447,2.8784
1840,14.72042,28.674,82,0,0.6394,3.1622
1841,14.72833,28.6812,83,0,0.6394,3.3784
1842,14.73644,28.7172,83,0,0.6394,3.0676
1843,14.7446,28.71,83,0,0.6394,2.6351
1844,14.75248,28.6128,83,0,0.6341,2.7568
1845,14.76045,28.5984,83,0,0.6341,3
1846,14.76853,28.5696,83,0,0.6341,2.8108
1847,14.77658,28.53,82,0,0.6341,2.5
1848,14.78451,28.4868,82,0,0.6341,2.7297
1849,14.79254,28.4688,83,0,0.6341,2.5676
1850,14.80058,28.4436,82,0,0.6341,2.473
1851,14.80857,28.44,82,0,0.6341,2.4865
1852,14.81619,28.476,82,0,0.6341,2.7162
1853,14.82447,28.4724,83,0,0.6341,2.7568
1854,14.83203,28.44,83,0,0.6341,2.3919
1855,14.8401,28.4292,82,0,0.6341,2.6486
1856,14.84813,28.3896,82,0,0.6341,2.8784
1857,14.85606,28.368,82,0,0.6341,2.8378
1858,14.864,28.4796,82,0,0.6394,2.9189
1859,14.87192,29.3688,83,0,0.6394,2.9459
1860,14.88023,30.0384,86,0,0.6394,3.9459
1861,14.88862,30.8268,88,0,0.6394,4.5
1862,14.89733,30.7944,89,0,0.6394,3.3243
1863,14.90591,30.7584,89,0,0.6447,2.3649
1864,14.91428,30.7692,89,0,0.6394,2.1216
1865,14.92283,30.276,88,0,0.6394,1.9865
1866,14.93138,30.9024,88,0,0.6394,2.027
1867,14.93997,30.5388,89,0,0.6394,2.3919
1868,14.9486,30.8628,89,0,0.6447,2.7297
1869,14.95708,30.8556,89,0,0.6447,2.6622
1870,14.96582,30.9708,89,0,0.6394,2.7703
1871,14.97449,31.0464,90,0,0.6394,2.7432
1872,14.98299,31.1616,91,0,0.6341,3.2568
1873,14.99184,31.2156,91,0,0.6394,3.5811
1874,15.00046,31.3272,91,0,0.6394,3.7703
1875,15.00935,31.3524,90,0,0.6394,3.7027
1876,15.01816,30.9312,90,0,0.6394,3.5946
1877,15.02663,30.8916,90,0,0.6394,3.2297
1878,15.03497,31.302,90,0,0.6341,3.7838
1879,15.04397,31.194,90,0,0.6341,3.973
1880,15.0529,31.2876,90,0,0.6341,3.6892
1881,15.06135,30.8268,90,0,0.6341,3.527
1882,15.06974,30.8412,89,0,0.6341,3.1081
1883,15.07851,30.3696,89,0,0.6394,2.9324
1884,15.08683,30.6792,89,0,0.6394,3.2027
1885,15.09564,30.6936,90,0,0.6394,3.3514
1886,15.104,30.8052,89,0,0.6447,3.1892
1887,15.11263,30.9132,90,0,0.6447,3.527
1888,15.12125,30.9564,90,0,0.6447,3.4324
1889,15.12983,30.996,89,0,0.6447,3.1622
1890,15.13823,30.9888,89,0,0.6447,3.1486
1891,15.14689,30.9384,89,0,0.6447,3.1351
1892,15.15524,30.8808,89,0,0.6447,3.0135
1893,15.16384,30.816,89,0,0.6447,3.1892
1894,15.17224,30.7548,89,0,0.6394,3.3919
1895,15.18083,30.7188,88,0,0.6394,3.2432
1896,15.18934,30.6468,88,0,0.6394,3.0811
1897,15.19787,30.6072,88,0,0.6447,3.0541
1898,15.20618,30.5676,88,0,0.6447,3.2703
1899,15.21468,30.4992,88,0,0.6447,3.3243
1900,15.22309,30.4308,88,0.36,0.6447,3.0946
1901,15.23141,30.384,87,0.58,0.6447,3.1216
1902,15.2398,30.3048,88,0.61,0.6394,3.3919
1903,15.24809,30.3048,88,0.64,0.6394,3.3649
1904,15.25652,30.258,88,0.68,0.6394,3.2838
1905,15.26475,30.2256,88,0.71,0.6394,3.1892
1906,15.27296,30.1572,87,0.73,0.6394,3.1351
1907,15.28143,29.7288,86,0.72,0.6447,3.2027
1908,15.28979,29.8692,87,0.69,0.6394,3.5676
1909,15.2982,29.9412,87,0.65,0.6447,3.6216
1910,15.3061,29.8656,86,0.61,0.6447,3.4459
1911,15.31471,29.7792,86,0.58,0.65,3.4054
1912,15.32275,29.6964,86,0.59,0.65,3.3649
1913,15.33096,29.3868,86,0.63,0.65,3.3919
1914,15.33911,29.3472,85,0.69,0.6447,3.3784
1915,15.34703,29.286,84,0.78,0.6447,3.3649
1916,15.35521,29.1636,85,0.89,0.6394,3.2297
1917,15.3633,29.0988,84,0.99,0.6394,3.2838
1918,15.37125,29.0664,84,1.04,0.6394,3.3919
1919,15.37932,28.9944,84,1.04,0.6394,3.4865
1920,15.38732,28.944,84,0.99,0.6394,3.4459
1921,15.39533,28.8612,83,0.93,0.6341,3.3243
1922,15.40299,28.8288,84,0.86,0.6341,3.6351
1923,15.41137,29.1924,84,0.81,0.6394,3.6757
1924,15.41911,29.07,84,0.78,0.6394,3.6622
1925,15.42765,29.1168,84,0.76,0.6394,3.6216
1926,15.4354,29.0988,85,0.79,0.6394,3.6081
1927,15.44395,29.5236,85,0.84,0.6394,3.7027
1928,15.45196,29.2428,85,0.91,0.6447,3.5405
1929,15.46003,29.25,85,0.97,0.6447,3.473
1930,15.46836,29.646,85,0.99,0.65,3.2432
1931,15.47654,29.6208,85,0.99,0.6447,3.0135
1932,15.48467,29.5308,86,0.96,0.6447,3.2838
1933,15.49265,29.8152,85,0.91,0.6447,3.3784
1934,15.50137,29.826,86,0.84,0.6394,3.2027
1935,15.50963,29.8656,86,0.74,0.6394,3.1081
1936,15.51781,29.8764,86,0.67,0.6394,3.3108
1937,15.52627,29.8476,86,0.63,0.6341,3.4324
1938,15.53447,29.9628,86,0.62,0.6394,3.4324
1939,15.54268,29.9268,86,0.63,0.6394,3.3649
1940,15.55078,29.9376,87,0.66,0.6394,3.5
1941,15.55857,29.9556,87,0.71,0.6447,3.473
1942,15.56769,29.934,87,0.74,0.6447,3.3649
1943,15.5758,29.8548,87,0.77,0.65,3.473
1944,15.5842,29.772,86,0.82,0.65,3.3378
1945,15.59256,29.6676,86,0.84,0.65,3.1351
1946,15.60083,29.376,85,0.84,0.6447,3.3108
1947,15.60904,29.322,85,0.84,0.6447,3.1757
1948,15.61719,29.2356,84,0.82,0.6447,3.0135
1949,15.62543,28.8252,84,0.82,0.6447,3.0676
1950,15.63344,28.7604,84,0.84,0.6394,3.2297
1951,15.64132,28.6848,83,0.88,0.6394,3.473
1952,15.64926,28.5336,83,0.94,0.6394,3.3919
1953,15.65691,27.9252,82,1.02,0.6447,3.0405
1954,15.66465,27.4788,80,1.13,0.6447,2.4595
1955,15.67225,26.7012,78,1.22,0.6447,1.3919
1956,15.67829,25.9884,75,1.28,0.6394,1.0811
1957,15.68698,25.1604,73,1.3,0.6394,0.9865
1958,15.69361,24.4476,73,1.28,0.6341,0.9459
1959,15.70032,23.3316,73,1.25,0.6341,0.9189
1960,15.7066,22.6728,10,1.22,0.6394,0.8514
1961,15.71287,21.8988,0,1.19,0.6394,0
1962,15.71903,21.2688,0,1.16,0.6447,0
1963,15.72489,20.5164,0,1.13,0.6447,0
1964,15.73036,19.8324,0,1.11,0.6394,0
1965,15.73591,19.53,0,1.09,0.6394,0
1966,15.74154,18.9864,0,1.05,0.6394,0
1967,15.74674,18.036,0,0.98,0.6341,0
1968,15.75139,15.6132,0,0.89,0.6341,0
1969,15.75517,12.4524,0,0.43,0.6341,0
1970,15.75858,11.1564,0,0.37,0.6341,0
1971,15.76165,10.5912,0,0.76,0.6341,0
1972,15.76461,9.6228,0,0.77,0.6341,0
1973,15.76692,7.5564,0,0.81,0.6394,0
1974,15.76853,4.5,0,0.87,0.6394,0
1975,15.76951,3.1248,0,0.95,0.6394,0
1976,15.76951,0,0,1.05,0.6394,0
1977,15.76951,0,0,0.55,0.6447,0
1978,15.76951,0.2376,0,0,0.6447,0
1979,15.76959,6.6996,0,0,0.65,0
1980,15.77372,5.5332,0,0,0.65,0
1981,15.77471,3.5604,0,0,0.65,0
1982,15.77471,0,0,0,0.65,0
1983,15.77476,0.1908,0,0,0.65,0
1984,15.77613,5.5908,0,0,0.65,0
1985,15.7778,5.7636,0,0,0.6447,0
1986,15.77926,7.9056,0,0,0.6447,0
1987,15.78241,11.2356,0,0,0.6447,0
1988,15.78545,12.4884,15,0,0.6447,0.0541
1989,15.78935,14.0436,28,0,0.6447,1.9324
1990,15.79336,15.1236,41,0,0.6447,2.8514
1991,15.79776,17.1936,44,0,0.6394,3.5676
1992,15.8023,15.3,48,0.31,0.6288,4.0135
1993,15.80685,17.8596,50,0.63,0.6288,3.6081
1994,15.81223,20.4012,55,0.6,0.6235,3.4865
1995,15.81774,20.7576,59,0.29,0.6235,3.3378
1996,15.82368,21.2868,61,0,0.6235,3.0135
1997,15.82983,22.0716,63,0,0.6235,3.1757
1998,15.83593,21.7512,65,0,0.6235,3.527
1999,15.84212,22.338,66,0,0.6288,3.473
2000,15.84845,22.4676,66,0,0.6288,3.5135
2001,15.85483,23.1732,66,0,0.6288,3.2973
2002,15.86129,22.698,66,0,0.6341,3.1622
2003,15.86751,22.5396,66,0,0.6341,3.1351
2004,15.87368,21.6252,65,0,0.6341,3.0541
2005,15.87985,21.7008,64,0.56,0.6341,3.3108
2006,15.88599,21.978,64,1.23,0.6341,3.6216
2007,15.89211,22.0176,64,1.43,0.6341,3.8108
2008,15.89841,22.0716,64,1.66,0.6341,4.1081
2009,15.90442,22.0824,64,1.9,0.6288,4.1622
2010,15.9106,22.1112,64,2.15,0.6288,4.0405
2011,15.91679,21.1284,63,2.4,0.6288,3.8243
2012,15.92253,20.412,61,2.65,0.6288,3.5676
2013,15.92819,20.7432,61,2.91,0.6341,3.4054
2014,15.93397,20.0556,60,3.18,0.6341,3.6486
2015,15.9396,19.4004,60,3.39,0.6341,3.5946
2016,15.94396,19.638,60,3.56,0.6341,3.6081
2017,15.95114,20.7504,59,3.63,0.6394,3.6486
2018,15.95684,20.8188,60,3.61,0.6394,3.7027
2019,15.96255,20.1708,60,3.54,0.6394,3.7568
2020,15.96829,20.1924,60,3.44,0.6394,3.5676
2021,15.97404,20.2392,59,3.34,0.6394,3.2703
2022,15.97977,20.5884,61,3.28,0.6394,3.0676
2023,15.98541,20.2392,60,3.28,0.6394,3.1216
2024,15.99137,20.6244,60,3.34,0.6394,3.2703
2025,15.99687,20.4876,59,3.43,0.6394,2.9189
2026,16.00279,20.4912,60,3.54,0.6394,2.7838
2027,16.00874,20.6172,60,3.55,0.6447,2.7162
2028,16.01462,21.15,60,3.44,0.6447,2.7838
2029,16.02067,21.1572,64,3.25,0.6447,2.8649
2030,16.02678,21.654,69,2.98,0.6447,2.7432
2031,16.03294,21.7224,69,2.69,0.6447,3.2297
2032,16.03903,21.816,70,2.42,0.6447,2.8784
2033,16.04498,21.8628,69,2.19,0.6447,2.5405
2034,16.05119,22.1904,70,2.02,0.6447,2.6216
2035,16.0573,22.6404,72,1.9,0.6394,2.7568
2036,16.06371,22.752,73,1.84,0.6394,2.8378
2037,16.07012,23.2128,74,1.82,0.6394,2.9054
2038,16.07665,23.5548,75,1.8,0.6394,2.6351
2039,16.08299,23.9004,76,1.73,0.6447,2.3108
2040,16.08989,23.94,77,1.6,0.6447,2.4324
2041,16.09655,24.0444,79,1.43,0.6447,2.5405
2042,16.10369,24.7068,79,1.24,0.65,2.2973
2043,16.11046,24.6744,80,1.07,0.65,1.5946
2044,16.11736,25.0992,80,0.93,0.6447,1.527
2045,16.1244,25.7904,82,0.45,0.6447,1.6757
2046,16.12989,26.1,83,0,0.6447,1.7703
2047,16.13902,26.1936,79,0,0.6447,1.6216
2048,16.14636,27.2052,78,0,0.6447,2.2973
2049,16.1538,27.5004,79,0,0.6447,2.2027
2050,16.16168,27.6084,79,0,0.6447,1.3784
2051,16.16947,28.1232,81,0,0.6447,1.5811
2052,16.17741,28.6416,82,0,0.6447,1.973
2053,16.18537,28.9728,83,0,0.6447,1.6081
2054,16.19355,29.016,79,0,0.6447,1.0405
2055,16.20171,28.926,75,0,0.65,0.6757
2056,16.20967,28.8324,75,0,0.65,0.7027
2057,16.21774,28.8936,74,0,0.65,0.7973
2058,16.22584,28.9476,74,-0.42,0.6447,0.8108
2059,16.23403,28.9692,76,-0.97,0.65,0.8649
2060,16.24222,29.5848,76,-1.16,0.65,1.1622
2061,16.25045,29.6568,77,-1.39,0.6553,1.5405
2062,16.25882,29.7612,79,-1.58,0.6553,2.1351
2063,16.26731,29.2572,84,-1.71,0.6553,2.3514
2064,16.27508,27.4032,83,-1.7,0.6553,2.3784
2065,16.28285,26.9496,82,-1.51,0.6553,2.4595
2066,16.29058,27.6732,82,-0.72,0.65,3.2162
2067,16.29807,26.01,84,0,0.65,3.5811
2068,16.30505,25.3296,81,0,0.65,3.5135
2069,16.31222,24.1308,79,0.28,0.6447,3.0676
2070,16.31879,22.8384,75,0.88,0.6447,2.973
2071,16.32521,22.4424,70,1.46,0.6447,3.0541
2072,16.3315,22.2948,72,1.99,0.6447,3.8243
2073,16.33775,21.96,71,2.48,0.6394,4.6351
2074,16.3438,21.6036,70,2.94,0.6447,4.7162
2075,16.3497,21.6576,70,3.35,0.6447,4.5811
2076,16.3561,22.3236,73,3.68,0.6447,4.2162
2077,16.36217,21.726,69,3.91,0.65,3.9595
2078,16.36821,21.6972,69,3.98,0.65,3.027
2079,16.374,20.988,70,3.9,0.65,3.5811
2080,16.38018,21.7656,70,3.79,0.65,3.5541
2081,16.38629,21.2796,71,3.67,0.6553,3.9189
2082,16.39227,21.186,68,3.6,0.6553,4.2432
