step,enhanced_speed,cadence,max_heart_rate_perct,power
693,43.3272,82.66666667,0.811,260.3333333
694,39.8496,61.66666667,0.811,80.33333333
695,37.362,84.33333333,0.811,159
696,33.7404,87.66666667,0.811,165.6666667
697,34.7304,90,0.811,504
698,34.6992,90.33333333,0.812766667,309.6666667
699,33.882,87.33333333,0.819833333,205.3333333
700,35.4444,90,0.825066667,466.3333333
701,35.9256,91,0.8321,331.6666667
702,35.724,91,0.840866667,279
703,36.4224,95.33333333,0.844366667,398.6666667
704,35.7636,92,0.8479,279.3333333
705,35.8896,92,0.8584,312
706,37.1904,96,0.8584,404
707,38.418,94.66666667,0.865466667,237
708,38.8044,79.33333333,0.869,89.66666667
709,38.394,58.66666667,0.8742,1.666666667
710,38.208,51,0.870733333,15
711,39.2436,82.33333333,0.865466667,130.3333333
712,39.9252,72,0.860166667,72
713,40.476,66,0.849666667,64.33333333
714,42.3696,82.66666667,0.844366667,216.3333333
715,42.6264,83,0.840866667,123
716,41.898,80.66666667,0.835633333,250.6666667
717,40.8084,85.33333333,0.8321,150.6666667
718,39.4044,76.33333333,0.8321,115.3333333
719,38.5224,84,0.830333333,93.33333333
720,37.962,87,0.8268,163.6666667
721,37.8564,87,0.823333333,208
722,37.7772,85.33333333,0.811033333,213.3333333
723,37.812,86.33333333,0.807533333,236.3333333
724,38.3016,87,0.812766667,270.3333333
725,37.884,86.33333333,0.818066667,209
726,35.7996,71.66666667,0.8216,111.3333333
727,34.614,90.33333333,0.8268,216.3333333
728,34.7928,90.66666667,0.8321,401.3333333
729,34.9536,91,0.8321,347.6666667
730,33.4488,87.66666667,0.8374,156.3333333
731,33.2244,87,0.839133333,269.6666667
732,32.9412,86.33333333,0.8426,296
733,33.036,84,0.8479,215
734,35.2644,88,0.8479,255.6666667
735,37.8036,84.33333333,0.8479,232
736,40.5912,88,0.8532,227.3333333
737,41.928,81.33333333,0.8532,174.3333333
738,40.746,79.66666667,0.8532,95.66666667
739,37.6812,85,0.8532,159.6666667
740,35.3112,70.66666667,0.8532,128
741,34.5888,80,0.846133333,128.6666667
742,36.9252,83,0.8426,190.3333333
743,38.8632,89.33333333,0.839133333,201.6666667
744,39.9624,91,0.835633333,375
745,38.6292,88.33333333,0.8321,206
746,37.4076,87,0.8321,240.6666667
747,37.704,87,0.830333333,208
748,39.204,88,0.8268,237.6666667
749,40.2012,91,0.8268,276
750,40.506,90.66666667,0.828566667,187.6666667
751,40.9116,84.66666667,0.8321,122
752,40.7676,59.66666667,0.8374,43.33333333
753,40.2084,59,0.8374,24.33333333
754,40.1184,80.66666667,0.823333333,116.3333333
755,39.1032,66.33333333,0.819833333,48.33333333
756,38.8056,87.33333333,0.8163,188.3333333
757,38.3028,98.33333333,0.8163,281.3333333
758,36.3048,95,0.8216,254.6666667
759,34.0212,91,0.819833333,229.6666667
760,32.874,96,0.8163,296.3333333
761,30.2424,86.33333333,0.819833333,202.6666667
762,27.5016,88.33333333,0.825066667,264
763,26.9976,87.33333333,0.8268,408
764,30.1788,96.66666667,0.833866667,733
765,31.242,99,0.8444,475
766,33.462,103,0.851433333,364
767,36.786,99.33333333,0.865466667,296
768,39.6012,91,0.8742,235
769,40.9764,103.3333333,0.8795,524.6666667
770,40.7496,100.6666667,0.881266667,449
771,40.308,75.66666667,0.888266667,37
772,40.1436,69.66666667,0.89,14.66666667
773,39.96,77,0.89,45
774,40.3728,70,0.89,75
775,39.4824,76,0.886533333,33.33333333
776,40.662,89,0.881266667,140.6666667
777,43.8108,91.66666667,0.8742,218.3333333
778,47.6736,89,0.869,117.6666667
779,49.4988,62.66666667,0.869,68
780,47.7564,57.66666667,0.865466667,38
781,45.57,66.33333333,0.8637,17.33333333
782,43.9548,83,0.860166667,72.33333333
783,43.074,86,0.849666667,136
784,42.2328,89.66666667,0.844366667,121.6666667
785,42.6768,90.66666667,0.8426,224.3333333
786,43.2216,81.33333333,0.8374,162.6666667
787,45.1836,87.66666667,0.835633333,202.3333333
788,48.3132,93.66666667,0.8321,260.6666667
789,50.1576,65,0.8321,73.66666667
790,51.0168,78.66666667,0.8321,76.66666667
791,50.7792,95.66666667,0.8321,200.3333333
792,48.0888,99.33333333,0.828566667,276.3333333
793,44.874,74.33333333,0.8321,137.6666667
794,39.4596,43,0.8321,0
795,34.734,65.33333333,0.828566667,59.33333333
796,32.3076,86,0.825066667,232
797,32.13,83,0.8216,384.6666667
798,33.1692,85.33333333,0.8216,463.3333333
799,35.9652,91,0.8216,549.3333333
800,37.6092,96,0.830333333,390.3333333
801,41.7624,106.6666667,0.844366667,567.6666667
802,44.0616,102.6666667,0.854933333,354.3333333
803,44.724,65.66666667,0.865466667,122.3333333
804,43.3716,69.33333333,0.870733333,10
805,42.4584,70.66666667,0.8742,28
806,43.9824,84.66666667,0.870733333,103.6666667
807,46.7244,86,0.869,128.6666667
808,48.0216,74,0.869,22.66666667
809,48.372,73.33333333,0.872466667,64.33333333
810,50.7276,86.33333333,0.8742,206.3333333
811,47.544,66,0.8742,351
812,45.2688,65.33333333,0.869,70.33333333
813,44.604,87,0.860166667,83
814,46.5756,90.33333333,0.8584,383.6666667
815,46.8888,91,0.856666667,258
816,45.528,52.66666667,0.8532,56.33333333
817,44.7252,78.66666667,0.849666667,65
818,43.794,80,0.8479,18.33333333
819,43.2396,86.33333333,0.844366667,61
820,42.8688,84.66666667,0.833866667,170.3333333
821,43.1976,83.33333333,0.825066667,187.3333333
822,44.6316,87,0.8216,339
823,45.2712,87,0.8216,299
824,45.624,90.66666667,0.8216,244.3333333
825,44.9424,88,0.823333333,206.6666667
826,44.9496,87,0.8268,174
827,45.1392,89.66666667,0.8268,236
828,45.0432,91,0.8268,202.3333333
829,44.9904,88.33333333,0.8268,250.3333333
830,45.2556,90.66666667,0.828566667,362.3333333
831,44.3076,87,0.8321,205.6666667
832,43.1748,85.66666667,0.835633333,225.6666667
833,42.5748,83,0.835633333,273.3333333
834,42.3372,83,0.8374,305.3333333
835,43.1256,85,0.8426,338
836,44.484,87,0.846133333,326.6666667
837,46.3344,91,0.849666667,343
838,47.0592,79.66666667,0.8532,414
839,45.5088,67,0.861933333,179.6666667
840,44.4096,75,0.8637,104
841,43.8024,85.33333333,0.861933333,158.6666667
842,43.1376,85,0.8584,215.6666667
843,42.3696,82.66666667,0.854933333,261
844,42.0036,87.33333333,0.854933333,161.3333333
845,43.5696,90.66666667,0.8532,212.6666667
846,43.8612,92.66666667,0.854933333,199.6666667
847,44.478,96,0.8532,201.3333333
848,44.796,96,0.8532,225
849,45.264,96,0.851433333,202
850,45.3864,95.66666667,0.8532,185.3333333
851,45.1368,90.66666667,0.849666667,144.3333333
852,44.6928,87.33333333,0.8479,132
853,44.376,87,0.8479,141.6666667
854,44.0052,87,0.846133333,144.6666667
855,43.9908,86.66666667,0.8426,169.6666667
856,42.9372,63.66666667,0.8374,119.3333333
857,42.9156,83,0.835633333,146.6666667
858,42.9276,83,0.8321,160.3333333
859,42.9912,84.33333333,0.8216,177.6666667
860,43.6692,87,0.819833333,270
861,44.2128,87,0.8163,282.6666667
862,44.7684,87,0.818066667,249
863,44.7948,86,0.8216,177
864,43.1928,66.33333333,0.8216,40.33333333
865,42.9288,81.66666667,0.8216,84.33333333
866,42.5724,83,0.812766667,159.3333333
867,41.3496,81,0.811,118.6666667
868,41.7552,87.33333333,0.8058,209.3333333
869,41.8704,88.66666667,0.804033333,268.6666667
870,41.1624,87,0.8005,154.3333333
871,40.818,87,0.802266667,139.6666667
872,39.9396,75.33333333,0.8058,102.3333333
873,38.9364,65,0.802266667,30.66666667
874,39.4464,85.33333333,0.7952,152.6666667
875,40.5468,91,0.796966667,254
876,41.0448,95,0.7952,216.6666667
877,39.534,85,0.7952,118
878,38.1984,78.66666667,0.7952,114.3333333
879,35.4456,56.33333333,0.791733333,64.66666667
880,30.3228,49.33333333,0.781166667,27.66666667
881,29.5824,82.66666667,0.767166667,109.6666667
882,29.9724,87,0.7584,179
883,30.48,87,0.7584,173.6666667
884,30.4224,78,0.7584,90.33333333
885,28.0824,53,0.7584,29.66666667
886,19.9524,46,0.7531,9
887,13.158,45.66666667,0.744333333,1.333333333
888,11.2248,39.33333333,0.735566667,34.33333333
889,18.0612,71.66666667,0.7268,255
890,23.2188,93.33333333,0.742566667,400.3333333
891,29.5356,103.6666667,0.7619,493.3333333
892,29.2776,103.6666667,0.779433333,406
893,36.7812,113.6666667,0.797,747.3333333
894,38.1204,113,0.818033333,566.6666667
895,39.546,103.6666667,0.835633333,401
896,40.4808,91,0.8479,300.3333333
897,38.6712,67.33333333,0.8584,56.33333333
898,36.6756,53.66666667,0.8637,34
899,34.9308,79.66666667,0.865466667,117.6666667
900,33.0792,55.66666667,0.861933333,119.3333333
901,32.9064,81.66666667,0.856666667,81.33333333
902,31.8888,78,0.849666667,104.3333333
903,28.1136,64,0.840866667,57
904,19.1052,42.33333333,0.830333333,12
905,14.064,57.66666667,0.809266667,0
906,9.03,35.33333333,0.7952,10.33333333
907,14.22,46.33333333,0.7952,113.3333333
908,20.9064,83,0.791733333,361.6666667
909,25.7712,97.66666667,0.79,434.3333333
910,28.0668,101,0.79,468.3333333
911,29.8788,101.3333333,0.798733333,539.6666667
912,28.686,79.66666667,0.811033333,245.6666667
913,33.1284,111,0.826833333,609.6666667
914,36.8544,103.3333333,0.8409,602
915,37.74,94.66666667,0.8637,459
916,35.1684,72.33333333,0.875966667,149.6666667
917,34.8576,99.66666667,0.883033333,201.3333333
918,37.9536,109.3333333,0.891766667,447.6666667
919,38.1528,90,0.898833333,143.6666667
920,38.1108,97.66666667,0.9006,124
921,41.0508,103.6666667,0.9006,494.6666667
922,42.138,103.3333333,0.902333333,352.3333333
923,42.222,96,0.9058,298.3333333
924,43.4184,98.66666667,0.9058,437.6666667
925,42.9756,92,0.907566667,363
926,40.8792,68.66666667,0.912866667,173.6666667
927,39.8112,73.33333333,0.9111,101.6666667
928,37.818,54.33333333,0.9111,35.33333333
929,37.5912,86.66666667,0.909333333,104.6666667
930,41.2176,104,0.9058,521.3333333
931,41.7816,96,0.9111,361.3333333
932,41.6112,96,0.9111,194.3333333
933,44.6004,98.66666667,0.907566667,502.6666667
934,46.8924,100,0.909333333,560.6666667
935,46.296,82.66666667,0.914633333,340
936,44.1768,60.33333333,0.9164,213.6666667
937,43.5696,76.66666667,0.9164,150.6666667
938,42.0132,66,0.9216,44.66666667
939,42.9972,90.66666667,0.9216,269
940,43.4364,75.66666667,0.919866667,242
941,41.9688,71.66666667,0.918133333,95.66666667
942,40.8648,61,0.912866667,85.33333333
943,39.456,66.33333333,0.9111,50.66666667
944,40.3104,90.33333333,0.9058,217
945,40.4076,88,0.9058,175
946,41.2032,93.33333333,0.897066667,264
947,43.1688,97.66666667,0.8953,362
948,44.2572,97,0.8953,331
949,44.1396,96,0.8953,192.3333333
950,43.5396,85.66666667,0.893533333,173.3333333
951,42.2064,73.33333333,0.89,105.6666667
952,42.8028,91,0.89,281.6666667
953,42.9972,91,0.89,292.6666667
954,42.7356,92,0.89,245.3333333
955,44.9676,101.3333333,0.89,413.6666667
956,46.998,95,0.89,500.6666667
957,43.4076,54.66666667,0.8953,66.33333333
958,40.3104,68,0.8953,68.66666667
959,40.6716,91,0.891766667,198.3333333
960,42.0348,94.66666667,0.89,262.6666667
961,45.5688,103.3333333,0.893533333,564.6666667
962,46.9032,95.33333333,0.8953,421
963,44.8476,62.33333333,0.8953,43.66666667
964,43.2984,64.66666667,0.8953,26.33333333
965,43.9632,91.33333333,0.8953,193.6666667
966,44.5344,96,0.8953,245
967,44.8524,96,0.8953,225.3333333
968,44.5908,95.33333333,0.8953,213.3333333
969,44.988,94.66666667,0.8953,299.3333333
970,44.8056,92,0.8953,192
971,45.468,96,0.8953,287.3333333
972,46.7268,99.33333333,0.891766667,387
973,46.3872,96.66666667,0.89,278.6666667
974,46.0128,92,0.893533333,184
975,44.8164,69.33333333,0.8953,92.33333333
976,44.3532,93,0.8953,166.6666667
977,43.5456,83,0.8953,109
978,43.8672,92.66666667,0.888266667,270.6666667
979,42.978,85,0.881266667,160
980,42.864,84.33333333,0.877733333,151.6666667
981,43.4712,90.66666667,0.8742,217.6666667
982,43.5444,82.66666667,0.870733333,250
983,42.7308,70.66666667,0.8742,105.6666667
984,44.238,93.33333333,0.869,320.3333333
985,46.6212,99.33333333,0.870733333,489
986,47.3268,92,0.8742,257.3333333
987,45.3948,67,0.872466667,68.66666667
988,43.3692,71,0.869,57
989,43.68,101,0.860166667,254.3333333
990,43.9068,88.33333333,0.8584,189.3333333
991,43.2828,90,0.856666667,47.33333333
992,43.764,100,0.8532,97
993,44.9568,101.6666667,0.8532,269.3333333
994,46.3632,101,0.8532,326
995,44.1132,74.33333333,0.8532,175.6666667
996,41.1228,57,0.851433333,103.6666667
997,41.2608,91.66666667,0.846133333,191.6666667
998,41.7924,96,0.844366667,249
999,40.9188,95.33333333,0.8426,218.6666667
1000,35.8596,85.66666667,0.8426,178
1001,30.744,73,0.8374,162
1002,31.3164,74,0.828566667,159
1003,30.9468,58,0.8268,120.3333333
1004,26.8896,46.66666667,0.819833333,5.333333333
1005,23.7504,41.66666667,0.811033333,0
1006,16.9968,40,0.8005,46.33333333
1007,23.7108,66.33333333,0.796966667,440.6666667
1008,32.4072,97,0.796966667,670
1009,35.4492,102.6666667,0.805766667,425
1010,39.822,106,0.8163,548.6666667
1011,41.7984,90,0.8356,449.6666667
1012,41.6376,96.66666667,0.8532,258.6666667
1013,42.0732,98,0.856666667,201.6666667
1014,40.7616,71.33333333,0.8637,79.33333333
1015,41.2704,93.66666667,0.867233333,243.6666667
1016,42.252,94,0.870733333,292
1017,40.032,76.66666667,0.877733333,189
1018,38.406,82,0.8795,175
1019,39.588,101.6666667,0.8795,286.3333333
1020,41.832,105.6666667,0.877733333,422
1021,42.5412,79.66666667,0.8795,313
1022,42.5088,89.66666667,0.8795,272.6666667
1023,44.6472,101,0.881266667,446.3333333
1024,43.2528,88.66666667,0.886533333,273
1025,41.4048,65,0.89,142.3333333
1026,42.8112,93.33333333,0.89,193.3333333
1027,43.4976,99.66666667,0.89,283
1028,44.37,101,0.89,328.6666667
1029,45.6048,101.3333333,0.893533333,326.6666667
1030,45.8268,96,0.893533333,228.6666667
1031,45.3444,76,0.893533333,225.6666667
1032,43.692,66,0.8953,90
1033,43.0716,86,0.891766667,113.3333333
1034,43.1184,91,0.888266667,205
1035,43.7856,92.66666667,0.883033333,274.3333333
1036,43.596,91.66666667,0.881266667,224
1037,43.5876,85.33333333,0.8795,225.6666667
1038,42.8268,86.66666667,0.877733333,140
1039,43.0908,91,0.8742,179.3333333
1040,43.2396,91,0.8742,250.6666667
1041,44.508,94.33333333,0.872466667,372
1042,46.3488,98,0.8742,453.6666667
1043,45.498,85,0.8742,290
1044,38.316,57.33333333,0.8742,127.6666667
1045,32.1012,47,0.8742,7
1046,28.0512,51,0.867233333,0.666666667
1047,23.8452,44.66666667,0.856666667,2.333333333
1048,21.2016,53.33333333,0.8444,5.333333333
1049,17.2056,55,0.8321,4.666666667
1050,11.7804,28.33333333,0.767133333,42.33333333
1051,17.7072,49.33333333,0.7689,221.3333333
1052,26.2956,78.33333333,0.7689,450.3333333
1053,31.2624,98.33333333,0.774166667,472
1054,36.2208,103.6666667,0.782933333,564.3333333
1055,40.2468,107,0.8005,542.3333333
1056,40.908,101,0.826833333,366
1057,42.0864,95.33333333,0.839133333,265
1058,42.8496,96,0.8514,248
1059,43.7208,100.3333333,0.861933333,332
1060,44.2644,101,0.8742,301
1061,45.4596,87.33333333,0.877733333,433.3333333
1062,44.25,81.66666667,0.8848,114
1063,43.296,67.66666667,0.8848,114.3333333
1064,41.9496,89,0.886533333,117.3333333
1065,40.6464,54,0.8848,36.33333333
1066,39.1344,65,0.881266667,12.66666667
1067,34.8348,49,0.877733333,23
1068,32.778,61.66666667,0.870733333,166
1069,39.0948,85,0.865466667,741
1070,42.2328,94.33333333,0.867233333,616
1071,42.9588,97.33333333,0.870733333,254.3333333
1072,42.096,73.33333333,0.883033333,45.66666667
1073,41.508,93,0.8848,130.6666667
1074,42.8316,96.66666667,0.8848,341.6666667
1075,42.684,88.33333333,0.886533333,264.6666667
1076,41.3112,74.66666667,0.89,107.6666667
1077,40.5912,78,0.891766667,56.33333333
1078,42.1524,95,0.8953,312.6666667
1079,42.3144,90,0.8953,264.3333333
1080,40.95,67,0.89,66.33333333
1081,39.8184,72.66666667,0.883033333,55.66666667
1082,40.152,90.66666667,0.8795,203
1083,40.794,92,0.877733333,265
1084,42.8112,95,0.870733333,399.3333333
1085,43.0836,87.66666667,0.869,246
1086,42.3576,86.66666667,0.869,178.3333333
1087,42.8316,91,0.869,280.3333333
1088,45.1272,102,0.869,444.3333333
1089,45.7548,84.66666667,0.8742,235
1090,45.7332,104,0.8795,208.6666667
1091,45.972,98.33333333,0.8795,256
1092,46.0704,97.33333333,0.883033333,233
1093,45.3168,94.66666667,0.8848,135
1094,45.294,96,0.8848,251.6666667
1095,45.072,96,0.8848,216.6666667
1096,45.1656,96,0.8848,246.3333333
1097,45.222,91,0.89,212.3333333
1098,43.6188,66.66666667,0.888266667,26
1099,43.8096,73.66666667,0.888266667,68.33333333
1100,45.03,79.33333333,0.881266667,108.3333333
1101,45.1836,85,0.8795,145.3333333
1102,45.102,91,0.875966667,182
1103,45.0144,93.66666667,0.8742,196.6666667
1104,43.7592,65.66666667,0.877733333,147.3333333
1105,44.5128,93,0.877733333,262
1106,44.2044,74,0.8742,259.6666667
1107,44.6796,95,0.870733333,299.6666667
1108,44.796,92.33333333,0.865466667,352.6666667
1109,42.8508,49.66666667,0.8637,82.33333333
1110,42.516,89.66666667,0.860166667,176.6666667
1111,43.98,92.66666667,0.8584,282
1112,44.6952,86.33333333,0.8584,210
1113,45.798,96,0.8532,259.6666667
1114,45.81,96,0.8584,207
1115,44.2392,57,0.8584,78
1116,41.7456,56,0.856666667,12
1117,40.3092,70.33333333,0.8532,49.66666667
1118,41.2008,94.33333333,0.846133333,310.6666667
1119,41.4684,96,0.8426,263
1120,42.228,96,0.8374,290.3333333
1121,43.3416,98.33333333,0.8374,332
1122,43.212,100.3333333,0.844366667,289.3333333
1123,42.9864,98.66666667,0.849666667,264
1124,42.8232,95.66666667,0.8532,247
1125,43.5564,101,0.856666667,289.3333333
1126,43.6224,91.33333333,0.8584,219.6666667
1127,43.3764,77,0.8584,155.6666667
1128,44.8716,101,0.8532,335.3333333
1129,45.7272,100.3333333,0.8532,305.6666667
1130,44.5056,79,0.8532,227
1131,41.2284,56,0.8584,203
1132,34.734,33,0.8584,122
1133,25.7328,43.66666667,0.854933333,0
1134,15.5904,37.33333333,0.8479,0
1135,8.8356,38.66666667,0.840866667,0.666666667
1136,6.0552,32.33333333,0.8286,4.333333333
1137,4.7988,19.66666667,0.8128,9.666666667
1138,4.56,20.33333333,0.782933333,10
1139,3.9912,19.66666667,0.765366667,11.33333333
1140,12.7212,36.66666667,0.7636,157
1141,21.6444,86.66666667,0.767133333,403
1142,28.9116,109,0.7759,566.3333333
1143,33.8688,106.6666667,0.788233333,522.3333333
1144,38.4708,112.6666667,0.805766667,623.3333333
1145,41.4588,108.3333333,0.8233,544.6666667
1146,43.4172,100,0.8321,449.6666667
1147,42.9948,71.33333333,0.849633333,141.6666667
1148,42.7992,89.66666667,0.860166667,302.3333333
1149,41.5476,80.66666667,0.867233333,200
1150,41.8536,101.3333333,0.872466667,152
1151,43.0752,105.6666667,0.870733333,291.3333333
1152,45.0864,102.3333333,0.8742,445.6666667
1153,46.3332,92,0.875966667,436
1154,45.0456,79.66666667,0.884766667,136.6666667
1155,46.0632,104.3333333,0.89,429.6666667
1156,45.1128,93.66666667,0.893533333,299.3333333
1157,43.7832,79,0.893533333,169.6666667
1158,43.7688,100.3333333,0.89,230.3333333
1159,43.6764,101,0.89,190.3333333
1160,45.0804,101.3333333,0.89,326.6666667
1161,46.2528,101,0.89,347
1162,46.8084,104.3333333,0.89,243.6666667
1163,45.8472,75.66666667,0.891766667,115.3333333
1164,43.2036,55.33333333,0.904066667,4.333333333
1165,42.4644,95,0.9058,176.6666667
1166,42.9972,96.33333333,0.9058,323.3333333
1167,41.934,87,0.9058,129.3333333
1168,40.1664,79.66666667,0.902333333,29.66666667
1169,41.0892,92.33333333,0.8953,240
1170,42.4224,96,0.8953,337.6666667
1171,43.344,99,0.893533333,295.3333333
1172,44.8128,101,0.89,345
1173,44.8392,96.66666667,0.886533333,171
1174,43.4076,67,0.888266667,30.33333333
1175,42.4716,79.66666667,0.8848,104.3333333
1176,44.2848,100,0.8848,376
1177,45.3612,96,0.883033333,369.3333333
1178,44.2368,78.33333333,0.8795,143.6666667
1179,42.2136,57.66666667,0.8795,69.66666667
1180,41.832,86.33333333,0.8795,141
1181,41.4036,85,0.8795,264.6666667
1182,40.3512,77.66666667,0.875966667,168.3333333
1183,40.5384,91,0.868966667,198.3333333
1184,40.7916,91.66666667,0.8637,185.3333333
1185,41.4924,95,0.8637,212.6666667
1186,42.2964,96,0.8637,264.6666667
1187,42.6996,88,0.861933333,271
1188,41.9568,75.33333333,0.8584,232.3333333
1189,42.9852,96,0.8584,289.3333333
1190,42.606,91.66666667,0.8584,127.6666667
1191,43.9488,97.66666667,0.8584,322.3333333
1192,44.6328,96,0.860166667,304
1193,44.568,93,0.8637,189.3333333
1194,43.8936,80.33333333,0.865466667,83
1195,43.548,89.33333333,0.860166667,129.6666667
1196,42.9108,69.33333333,0.854933333,65.33333333
1197,41.8308,68.33333333,0.846133333,50.33333333
1198,42.2568,89.66666667,0.8426,153
1199,43.9608,93.33333333,0.839133333,333
1200,45.2376,96,0.8374,326.6666667
1201,47.2596,100.3333333,0.8374,482.6666667
1202,46.9356,92.66666667,0.8374,319
1203,46.668,78.33333333,0.8426,159.6666667
1204,44.6616,57,0.8479,12.33333333
1205,44.3088,88.66666667,0.846133333,190.6666667
1206,45.0024,96,0.846133333,290
1207,45.4272,94.33333333,0.840866667,251
1208,44.16,68.33333333,0.8374,97.33333333
1209,44.016,95.33333333,0.8426,173.6666667
1210,44.6304,96,0.844366667,233.6666667
1211,45.6996,96.33333333,0.844366667,330.3333333
1212,46.6476,100.6666667,0.8479,308.3333333
1213,47.2116,93,0.8479,282.6666667
1214,46.2192,77.33333333,0.8479,128.6666667
1215,43.9692,65,0.8479,85
1216,41.0028,47,0.840866667,55.33333333
1217,36.4908,35.33333333,0.8321,20.66666667
1218,34.638,54,0.818066667,3.666666667
1219,31.5456,49.66666667,0.811033333,18
1220,29.6832,45.66666667,0.797,33
1221,32.3628,83.66666667,0.7794,270.3333333
1222,35.6316,92.66666667,0.7742,420
1223,40.0932,102.3333333,0.7847,610.6666667
1224,43.3392,100.3333333,0.798733333,474
1225,43.6548,91.66666667,0.811033333,241.6666667
1226,43.7652,79.66666667,0.826833333,252
1227,43.1112,73,0.840866667,168.6666667
1228,41.6976,71.33333333,0.846133333,118
1229,42.5856,89.33333333,0.8479,228.6666667
1230,46.3428,96.66666667,0.851433333,597.3333333
1231,48.912,97,0.856666667,595
1232,48.6744,99.33333333,0.8637,470.6666667
1233,49.1484,97.66666667,0.867233333,290.3333333
1234,47.6508,76.33333333,0.877733333,56.33333333
1235,47.0808,85,0.8848,196.3333333
1236,47.1468,87.66666667,0.8848,203
1237,47.6652,96,0.8848,330.3333333
1238,48.7956,96,0.888266667,405.6666667
1239,49.494,96,0.89,323
1240,48.2592,70.66666667,0.893533333,79
1241,41.9436,64,0.898833333,74
1242,35.5956,35.66666667,0.898833333,58.33333333
1243,26.9916,41.33333333,0.8953,0
1244,19.632,43.66666667,0.891766667,0
1245,15.5196,37,0.886533333,1
1246,9.1284,31,0.875966667,9.333333333
1247,6.1296,26,0.867233333,25
1248,11.1084,26.66666667,0.8584,101.6666667
1249,20.2092,49,0.854933333,319.3333333
1250,27.6744,76.66666667,0.849666667,479.6666667
1251,31.3848,88.33333333,0.849666667,367
1252,37.224,102.3333333,0.8532,578
1253,42.5268,107.6666667,0.861933333,730
1254,44.694,110.6666667,0.870733333,548
1255,41.4528,75,0.884766667,325.3333333
1256,38.3652,58.33333333,0.893533333,35.33333333
1257,37.4916,95.33333333,0.891766667,205.6666667
1258,39.4188,102,0.89,356
1259,40.3992,92.66666667,0.888266667,234.3333333
1260,41.0604,94,0.8848,241.3333333
1261,42.696,97.33333333,0.881266667,372.3333333
1262,45.0084,102.3333333,0.886533333,443
1263,45.5424,99,0.893533333,335
1264,46.4148,99,0.897066667,231
1265,47.8968,105,0.9006,287.3333333
1266,46.3776,70.66666667,0.9058,153.3333333
1267,43.956,61,0.9058,46.33333333
1268,42.072,72.66666667,0.902333333,42.66666667
1269,42.0588,100.3333333,0.902333333,272.6666667
1270,43.8888,99.33333333,0.9006,380.3333333
1271,44.55,95.66666667,0.9006,279
1272,43.8072,92.33333333,0.9006,201.3333333
1273,44.8776,100,0.9006,310.3333333
1274,45.1368,100.3333333,0.902333333,251
1275,44.436,86,0.904066667,249.3333333
1276,43.7388,89,0.898833333,265.6666667
1277,45.0564,100.6666667,0.8953,353
1278,44.9664,88.66666667,0.898833333,217
1279,43.0596,65.66666667,0.897066667,12
1280,40.6116,52.66666667,0.893533333,31
1281,40.2696,85,0.888266667,162.3333333
1282,41.382,94.33333333,0.881266667,288
1283,42.132,96,0.8795,275.3333333
1284,41.772,96,0.875966667,175
1285,41.6448,96,0.8742,222.6666667
1286,42.5952,78.33333333,0.8742,246
1287,42.6852,90.66666667,0.8742,195
1288,44.088,101,0.8742,355.6666667
1289,45.8676,103,0.869,453.6666667
1290,46.8372,81.33333333,0.872466667,376
1291,43.7016,45,0.8742,82
1292,42.4788,90.66666667,0.870733333,147
1293,42.7056,91,0.869,272.6666667
1294,41.6652,69.33333333,0.869,70
1295,41.538,87,0.869,232.3333333
1296,42.1548,92.33333333,0.870733333,260.6666667
1297,41.4276,69.66666667,0.8742,80.66666667
1298,40.6284,90.33333333,0.870733333,74.66666667
1299,41.0916,92.33333333,0.869,241
1300,42.6732,97.33333333,0.869,362.6666667
1301,43.1148,98.66666667,0.865466667,225.6666667
1302,41.8356,75,0.8637,113
1303,41.526,95.66666667,0.8584,190.3333333
1304,42.4068,96,0.856666667,251.3333333
1305,44.4924,100,0.8584,369.6666667
1306,45.9312,94.33333333,0.856666667,392.3333333
1307,45.2436,88.66666667,0.8584,221.6666667
1308,44.6364,96,0.8584,162.6666667
1309,43.9956,87,0.8584,188.6666667
1310,42.7188,59.33333333,0.8584,127.6666667
1311,44.7012,93.33333333,0.854933333,203.6666667
1312,45.7656,96,0.8532,267.6666667
1313,44.5728,87.33333333,0.8479,148
1314,41.244,89,0.8479,169.6666667
1315,37.7736,62,0.8426,29
1316,36.6924,99.66666667,0.844366667,190
1317,37.2396,96,0.8374,241.6666667
1318,37.7436,96,0.8374,188.3333333
1319,38.4012,90,0.830333333,175.6666667
1320,39.8604,89.66666667,0.8268,281.3333333
1321,41.7492,95.33333333,0.828566667,403.6666667
1322,42.828,97,0.833866667,380.3333333
1323,45.648,102.3333333,0.839133333,518.3333333
1324,44.6424,87.33333333,0.844366667,79.33333333
1325,43.788,87,0.8479,114.6666667
1326,44.4396,87,0.8479,297
1327,44.3052,87,0.8479,237
1328,43.2012,84,0.851433333,113
1329,43.014,88.33333333,0.8532,185.3333333
1330,40.4784,65.33333333,0.8532,78.33333333
1331,40.344,90.66666667,0.8532,202.6666667
1332,41.7852,94,0.8532,322
1333,42.8748,97.33333333,0.8532,297
1334,41.3928,82,0.8532,135
1335,37.9956,51.33333333,0.851433333,44.33333333
1336,35.7084,40,0.846133333,0
1337,33.3636,37,0.839133333,0
1338,31.4232,34,0.8374,0
1339,30.0012,31,0.8286,0
1340,29.37,32,0.814533333,4
