step,enhanced_speed,cadence,max_heart_rate_perct,power,power_prediction
466,35.1504,91.0,0.844366667,199.3333333,252.63870660842724
467,35.7564,91.0,0.8426,179.0,250.47982846193742
468,35.292,91.0,0.840866667,145.3333333,251.4704951891954
469,35.2512,91.0,0.8374,160.3333333,250.8449229840644
470,35.9484,91.0,0.835633333,187.3333333,248.41830860271932
471,36.0492,89.66666667,0.833866667,144.0,241.37351538946348
472,35.7732,82.0,0.8321,113.6666667,205.18198797706498
473,36.0756,93.0,0.828566667,187.0,256.0790718383587
474,36.2484,96.0,0.8268,189.6666667,269.5222653386422
475,36.1968,92.66666667,0.830333333,188.3333333,254.51084731607057
476,36.3372,96.0,0.828566667,236.0,269.64141611695914
477,36.3744,96.0,0.830333333,188.0,269.91204902367645
478,35.8632,92.0,0.828566667,215.3333333,251.92584059421847
479,35.8188,91.0,0.828566667,222.0,247.27941102271348
480,36.3864,95.0,0.828566667,235.0,264.72020462020805
481,36.096,93.0,0.8268,172.0,255.63934214725464
482,35.3544,91.0,0.8268,198.3333333,248.26291079057643
483,35.3424,91.0,0.8268,230.6666667,248.29813924253108
484,35.4384,91.0,0.8268,234.3333333,248.01631162689404
485,35.6988,91.0,0.830333333,227.6666667,248.01153665003653
486,36.0204,92.0,0.8321,206.0,252.2240303041708
487,35.6748,92.0,0.8268,197.0,252.0990859671249
488,35.2224,91.0,0.8268,206.6666667,248.65042376207737
489,35.2188,91.0,0.8268,252.3333333,248.66099229766377
490,35.3712,91.0,0.8268,273.6666667,248.21359095783998
491,35.5464,91.0,0.828566667,250.6666667,248.0790968820836
492,35.4048,91.0,0.8321,277.0,249.2544750457061
493,35.7792,91.0,0.8321,317.3333333,248.15534734472163
494,35.6652,91.0,0.8374,251.3333333,249.62954139162974
495,34.8288,91.0,0.8374,263.3333333,252.08496449286736
496,33.96,93.0,0.8426,252.3333333,265.3070774070195
497,33.7968,97.66666667,0.8479,281.3333333,289.2173240603039
498,33.9372,97.0,0.8479,415.6666667,285.62063459402066
499,34.074,100.3333333,0.851433333,499.3333333,301.90129532552714
500,33.0576,96.0,0.8532,398.6666667,284.56562903189695
501,32.7,94.66666667,0.854933333,389.6666667,279.6190781544708
502,32.01,91.66666667,0.860166667,307.0,268.43957987520844
503,33.1368,96.0,0.8637,323.6666667,286.5906683074984
504,33.2292,96.0,0.869,223.6666667,287.4589329807868
505,33.8988,97.66666667,0.8742,273.3333333,294.5725000890325
506,34.1352,101.0,0.875966667,272.3333333,310.1809237048419
507,34.3644,101.0,0.8795,295.3333333,310.26774270306646
508,34.0536,98.66666667,0.8795,223.0,300.03435165589394
509,34.5864,100.3333333,0.8795,219.3333333,306.43149962018856
510,35.886,84.0,0.8795,197.6666667,224.5956026516887
511,36.7584,82.0,0.8795,60.33333333,212.48094450711295
512,39.438,89.0,0.8795,140.0,238.05185509180427
513,42.0684,91.66666667,0.8795,132.6666667,243.06784468923803
514,44.16,36.66666667,0.875966667,123.0,-26.55477332255262
515,45.6864,0.0,0.8707,0.0,-207.31660037307975
516,46.4064,5.333333333,0.839133333,0.0,-190.74114987130986
517,44.1204,31.66666667,0.825066667,17.0,-61.26612177147817
518,41.3856,85.33333333,0.828566667,156.3333333,203.86854136386194
519,38.982,98.66666667,0.837366667,280.6666667,276.50717101155374
520,37.3296,97.0,0.8479,362.0,275.6615512264473
521,36.7128,96.0,0.856666667,464.0,274.5803915082939
522,35.4696,95.66666667,0.8584,378.3333333,277.0104752288564
523,34.014,98.66666667,0.8637,213.6666667,296.7535347355033
524,34.1916,100.0,0.865466667,227.6666667,302.9810280784161
525,34.152,101.0,0.869,210.0,308.63373924416146
526,35.1924,101.0,0.870733333,278.6666667,305.9521068230813
527,35.7144,93.33333333,0.8742,183.0,268.5430776202579
528,35.9928,92.0,0.8742,160.6666667,261.35674442585037
529,36.4812,96.0,0.872466667,175.6666667,278.65737144285924
530,36.1536,95.0,0.869,132.0,274.09698439570684
531,35.5284,91.0,0.8637,147.3333333,255.6857636142554
532,35.1168,91.0,0.8637,265.6666667,256.8940995162991
533,33.8268,91.33333333,0.8637,324.3333333,262.27341636674487
534,32.9352,96.0,0.869,470.3333333,288.32203005367523
535,32.2956,94.33333333,0.869,450.6666667,282.23841512070567
536,31.8816,91.0,0.8742,334.3333333,268.6492372217688
537,31.5048,91.0,0.877733333,260.6666667,270.515093043702
538,31.9344,91.0,0.8848,246.6666667,270.7732795398465
539,31.5996,91.0,0.8848,174.6666667,271.7561533493807
540,31.7556,91.0,0.886533333,303.6666667,271.6708578373567
541,33.4056,96.0,0.888266667,432.0,291.08349449067146
542,34.6968,100.6666667,0.89,395.6666667,309.9572035204052
543,34.4208,88.0,0.89,194.0,250.26164306879917
544,36.1476,92.0,0.89,167.3333333,264.2993682074766
545,37.9392,88.33333333,0.89,108.3333333,241.5249192210253
546,34.9236,89.66666667,0.89,170.6666667,256.74686235405125
547,33.8172,84.66666667,0.886533333,357.3333333,235.36570246380575
548,33.0132,74.0,0.8848,218.0,186.40106936559465
549,34.9704,86.33333333,0.883033333,88.33333333,239.1890239191821
550,38.8464,84.66666667,0.883033333,69.66666667,219.84894256345376
551,41.9688,70.66666667,0.8848,14.33333333,144.18749287532114
552,43.1388,23.0,0.881266667,6.333333333,-87.69989785487115
553,43.2228,7.0,0.872466667,2.333333333,-166.26693395785364
554,44.574,72.33333333,0.860166667,48.0,139.2044103346168
555,45.486,90.33333333,0.856666667,102.3333333,221.75647948716573
556,44.352,88.33333333,0.846133333,105.0,213.26730449150693
557,42.324,90.33333333,0.8321,124.3333333,225.75723307025345
558,40.4376,87.66666667,0.8216,156.6666667,216.2995324408986
559,38.658,86.66666667,0.8163,139.6666667,215.6076132686938
560,37.5816,86.66666667,0.8163,275.0,218.767605409024
561,39.5592,89.66666667,0.819833333,526.6666667,228.05196348867048
562,38.946,89.0,0.825066667,229.3333333,227.79281106969586
563,38.2296,87.0,0.8321,205.3333333,221.85459808063814
564,37.2468,86.0,0.839133333,153.0,221.47523156871029
565,36.9312,87.33333333,0.8426,209.6666667,229.51612190595398
566,38.3532,97.66666667,0.844366667,322.0,275.08139842257367
567,40.0296,90.66666667,0.8426,128.6666667,236.34271845557117
568,40.3824,91.0,0.8426,92.33333333,236.89926023342827
569,38.7228,92.33333333,0.8374,122.0,247.02236494265065
570,36.39,96.0,0.8374,360.3333333,271.38561711225566
571,37.5528,90.66666667,0.8374,336.0,242.49584763384354
572,39.1392,71.33333333,0.8374,163.0,145.48766594134577
573,41.9868,87.33333333,0.835633333,106.6666667,213.17651046952506
574,40.4964,59.66666667,0.830333333,15.0,84.25492313740267
575,37.3452,91.33333333,0.823333333,144.0,243.26541993485006
576,35.9796,91.0,0.8216,270.6666667,245.3094851385775
577,35.2248,91.0,0.819833333,282.6666667,247.1455134437424
578,34.542,90.66666667,0.811,242.6666667,245.65854791074065
579,34.3956,91.0,0.811,187.3333333,247.68059328991023
580,35.9496,81.0,0.8163,130.0,196.49028407775387
581,37.7868,94.0,0.812766667,220.6666667,252.43519862152482
582,38.9724,91.66666667,0.811,139.6666667,237.42897829282907
583,40.8972,86.0,0.812766667,82.33333333,205.08978512498834
584,41.2848,82.0,0.819833333,47.66666667,186.3641716130212
585,41.8836,87.0,0.823333333,99.0,209.24266176533803
586,40.7808,45.33333333,0.811033333,15.66666667,10.803316202659289
587,39.6216,2.666666667,0.798733333,0.666666667,-192.24723044613256
588,38.2872,11.33333333,0.791733333,9.666666667,-148.43614266623908
589,39.0564,81.66666667,0.7847,258.3333333,183.76001282143267
590,39.9108,85.66666667,0.786466667,264.0,200.73868773999266
591,39.8748,86.0,0.791733333,232.0,203.56898815512375
592,38.7108,89.0,0.793466667,222.6666667,221.6891471043246
593,39.1968,97.0,0.793466667,350.0,258.4765935500591
594,38.496,86.33333333,0.798733333,143.6666667,210.71402692236825
595,37.9548,87.0,0.802266667,172.0,216.24702932949833
596,37.56,88.33333333,0.8058,138.6666667,224.5347609384237
597,36.5268,95.66666667,0.8058,210.3333333,262.59761287096785
598,35.4708,91.33333333,0.811,240.3333333,246.11638226009876
599,35.3676,91.0,0.811,311.0,244.8270886815854
600,35.3076,91.0,0.811,399.3333333,245.00323094135848
601,35.7528,91.0,0.8163,342.3333333,244.83577912718084
602,35.5704,91.0,0.823333333,296.0,246.88344971361641
603,34.956,91.0,0.828566667,207.0,249.81233671825123
604,33.7596,92.0,0.8374,174.6666667,260.00059440576183
605,32.8464,96.0,0.8426,165.0,282.9066022796203
606,33.1728,92.66666667,0.8426,167.3333333,266.02580558991986
607,34.512,88.0,0.8426,138.3333333,239.802694398421
608,35.4228,65.0,0.8426,65.33333333,127.2630334891112
609,36.6372,8.333333333,0.839133333,10.0,-147.73134260383574
610,36.9864,13.33333333,0.833866667,4.333333333,-126.00497314530423
611,37.116,80.0,0.823333333,90.33333333,189.80150182075204
612,37.9788,82.0,0.8163,92.0,195.30992769596332
613,38.9784,83.0,0.8163,103.0,197.15217249187992
614,39.2172,83.0,0.809266667,137.6666667,194.93892818125767
615,39.9336,84.33333333,0.798733333,176.3333333,196.94010869072963
616,40.9776,87.0,0.789966667,133.0,204.7284271564538
617,42.63,89.66666667,0.786466667,164.6666667,211.86301990202242
618,44.1132,90.66666667,0.793466667,150.6666667,213.79058945650206
619,42.93,77.33333333,0.793466667,130.0,153.5737835375552
620,43.2876,90.66666667,0.786466667,244.3333333,214.70927557864582
621,43.3836,91.0,0.7847,269.3333333,215.63986490555084
622,42.3672,91.0,0.7847,183.0,218.62371478610783
623,40.0836,90.0,0.79,199.0,221.69043810267556
624,38.6964,89.66666667,0.7952,182.6666667,225.28861218847027
625,38.0736,88.33333333,0.8005,172.3333333,221.88745944142659
626,37.7496,95.66666667,0.8005,228.6666667,257.86830986345217
627,37.1724,96.0,0.8058,246.6666667,262.29458042113197
628,35.4144,95.33333333,0.8058,208.3333333,264.27103205407093
629,33.4584,94.0,0.8058,361.0,263.64423661361525
630,32.1204,94.66666667,0.809266667,475.0,271.5020745267469
631,30.0732,87.33333333,0.821566667,407.6666667,245.1269213366296
632,29.5368,87.0,0.828566667,443.0,246.6144062460129
633,30.0276,87.0,0.8426,466.6666667,248.19079205012844
634,30.6084,87.0,0.844366667,433.3333333,246.86557629830565
635,30.8952,89.66666667,0.8532,385.3333333,260.6608887463751
636,31.5792,99.0,0.861933333,322.6666667,305.11380457963924
637,30.7164,81.33333333,0.870733333,129.3333333,225.14908079273852
638,31.47,89.66666667,0.875966667,139.3333333,263.8683813375335
639,33.5124,95.66666667,0.881266667,231.6666667,287.6726716306175
640,33.6192,96.0,0.8848,170.3333333,289.7110791041023
641,33.192,96.0,0.883033333,182.3333333,290.58537067090595
642,32.5356,96.0,0.8848,216.3333333,292.89220831560533
643,32.208,92.66666667,0.881266667,224.0,277.1716798268742
644,31.6968,91.0,0.8848,258.0,271.4708028885482
645,31.806,91.0,0.8848,376.6666667,271.15022397576104
646,31.0152,91.0,0.8848,325.3333333,273.4717789595711
647,29.538,93.33333333,0.888266667,266.6666667,289.6995582897599
648,29.2872,96.0,0.893533333,224.3333333,304.30625599544385
649,29.0676,91.33333333,0.8953,190.3333333,283.03916203563233
650,28.9356,91.0,0.9006,217.0,282.97394049514924
651,28.7472,91.0,0.9006,253.3333333,283.52702719083686
652,28.0956,90.66666667,0.9006,243.0,283.84767386665
653,27.1956,87.0,0.9006,222.3333333,268.9749666536218
654,25.6176,87.33333333,0.9006,184.6666667,275.1997663509785
655,23.796,88.33333333,0.8953,164.3333333,284.1846964480892
656,22.1424,82.0,0.8953,153.0,258.7862697996911
657,20.418,82.0,0.8953,118.3333333,263.8485983455712
658,19.4988,62.33333333,0.891766667,92.66666667,171.8441767253188
659,19.6884,6.666666667,0.883033333,12.66666667,-96.4972717168072
660,17.7036,0.333333333,0.8725,0.0,-123.18810691325709
661,9.1272,29.66666667,0.861933333,7.666666667,39.836515703564885
662,13.1316,48.33333333,0.853166667,223.3333333,115.36237252410831
663,18.4668,74.33333333,0.8426,373.6666667,221.62406795995798
664,23.6916,66.33333333,0.6741,93.33333333,131.8431460521041
665,26.0256,72.0,0.6934,134.0,156.20918944203675
666,29.6136,75.0,0.711,205.3333333,163.79028571782698
667,33.6012,85.33333333,0.719733333,448.0,203.32158357171903
668,33.4044,77.66666667,0.735533333,125.3333333,170.67446055880987
669,33.4584,82.66666667,0.751333333,137.3333333,197.79687755554062
670,34.854,86.66666667,0.7619,129.6666667,215.07878873045343
671,36.5508,82.66666667,0.7742,183.0,193.63494137479415
672,38.31,85.33333333,0.782933333,263.6666667,203.08622227208696
673,37.0236,60.66666667,0.791733333,63.0,90.9276389807925
674,35.664,66.0,0.8005,32.66666667,122.2800277663764
675,36.4536,85.66666667,0.804033333,236.0,214.6649166677388
676,37.1544,96.0,0.814533333,344.3333333,264.22512883478464
677,36.8616,96.0,0.818066667,358.3333333,265.8443857080399
678,37.2084,94.33333333,0.826833333,371.6666667,258.7498645045114
679,37.11,57.0,0.833866667,192.3333333,82.21800865867283
680,37.9944,62.0,0.840866667,12.0,105.01057734063693
681,39.8928,73.0,0.844366667,62.33333333,152.73447520869024
682,42.4212,52.66666667,0.8479,6.666666667,48.94376767234269
683,45.2808,37.0,0.844366667,0.0,-35.04699409347376
684,47.5404,43.66666667,0.839133333,5.666666667,-10.960536220251498
685,47.7228,77.66666667,0.826833333,57.66666667,148.26978087142618
686,46.6692,72.33333333,0.819833333,30.66666667,124.38167504893158
687,45.9312,74.33333333,0.8163,104.6666667,135.34209210105752
688,45.3492,77.33333333,0.8163,70.66666667,151.38099655206827
689,45.7668,77.33333333,0.8163,218.0,150.1550464240472
690,46.1964,81.33333333,0.811,190.0,166.86144346568096
691,44.7756,85.66666667,0.811,177.6666667,191.73184986514815
692,44.1216,87.0,0.811,237.0,200.02083360573562
693,43.3272,82.66666667,0.811,260.3333333,181.65359948486048
694,39.8496,61.66666667,0.811,80.33333333,91.55053314283242
695,37.362,84.33333333,0.811,159.0,207.12695432588953
696,33.7404,87.66666667,0.811,165.6666667,233.6814839700985
697,34.7304,90.0,0.811,504.0,241.92094463663904
698,34.6992,90.33333333,0.812766667,309.6666667,243.98463819982533
699,33.882,87.33333333,0.819833333,205.3333333,233.57273610784
700,35.4444,90.0,0.825066667,466.3333333,242.84924819379353
701,35.9256,91.0,0.8321,331.6666667,247.7255602308752
702,35.724,91.0,0.840866667,279.0,250.2022709188288
703,36.4224,95.33333333,0.844366667,398.6666667,269.6038483415083
704,35.7636,92.0,0.8479,279.3333333,256.37498998784076
705,35.8896,92.0,0.8584,312.0,258.26263830081916
706,37.1904,96.0,0.8584,404.0,273.55097348388585
707,38.418,94.66666667,0.865466667,237.0,265.0974348159874
708,38.8044,79.33333333,0.869,89.66666667,191.47888012445878
709,38.394,58.66666667,0.8742,1.666666667,95.0817030810814
710,38.208,51.0,0.870733333,15.0,58.260454660027676
711,39.2436,82.33333333,0.865466667,130.3333333,203.76016088357278
712,39.9252,72.0,0.860166667,72.0,151.25965435651665
713,40.476,66.0,0.849666667,64.33333333,118.72447229087464
714,42.3696,82.66666667,0.844366667,216.3333333,191.63881289730296
715,42.6264,83.0,0.840866667,123.0,191.72466660462976
716,41.898,80.66666667,0.835633333,250.6666667,181.5920354209204
717,40.8084,85.33333333,0.8321,150.6666667,206.32271233343744
718,39.4044,76.33333333,0.8321,115.3333333,167.45346761849493
719,38.5224,84.0,0.830333333,93.33333333,206.2848579989527
720,37.962,87.0,0.8268,163.6666667,221.5006688058873
721,37.8564,87.0,0.823333333,208.0,221.06533024131124
722,37.7772,85.33333333,0.811033333,213.3333333,210.69199147638705
723,37.812,86.33333333,0.807533333,236.3333333,214.61408812328847
724,38.3016,87.0,0.812766667,270.3333333,217.48647412651144
725,37.884,86.33333333,0.818066667,209.0,216.66743142945768
726,35.7996,71.66666667,0.8216,111.3333333,153.48693162156871
727,34.614,90.33333333,0.8268,216.3333333,247.251989697763
728,34.7928,90.66666667,0.8321,401.3333333,249.45886783006898
729,34.9536,91.0,0.8321,347.6666667,250.5790648392001
730,33.4488,87.66666667,0.8374,156.3333333,240.21365367111508
731,33.2244,87.0,0.839133333,269.6666667,238.06058350763874
732,32.9412,86.33333333,0.8426,296.0,236.45280733713076
733,33.036,84.0,0.8479,215.0,226.1682183672309
734,35.2644,88.0,0.8479,255.6666667,238.7333942142049
735,37.8036,84.33333333,0.8479,232.0,213.76421267098027
736,40.5912,88.0,0.8532,227.3333333,224.2350081448845
737,41.928,81.33333333,0.8532,174.3333333,188.4653929563023
738,40.746,79.66666667,0.8532,95.66666667,183.9741040994498
739,37.6812,85.0,0.8532,159.6666667,218.4475832126705
740,35.3112,70.66666667,0.8532,128.0,156.9380963960669
741,34.5888,80.0,0.846133333,128.6666667,202.12271598657242
742,36.9252,83.0,0.8426,190.3333333,208.83437849165978
743,38.8632,89.33333333,0.839133333,201.6666667,232.65254188695633
744,39.9624,91.0,0.835633333,375.0,236.6343914238962
745,38.6292,88.33333333,0.8321,206.0,227.05052373960928
746,37.4076,87.0,0.8321,240.6666667,224.26774703953015
747,37.704,87.0,0.830333333,208.0,223.01776295346963
748,39.204,88.0,0.8268,237.6666667,222.63129887232043
749,40.2012,91.0,0.8268,276.0,234.0341390461021
750,40.506,90.66666667,0.828566667,187.6666667,231.92691942391264
751,40.9116,84.66666667,0.8321,122.0,202.8352311159814
752,40.7676,59.66666667,0.8374,43.33333333,84.97812519934826
753,40.2084,59.0,0.8374,24.33333333,83.43525448201996
754,40.1184,80.66666667,0.823333333,116.3333333,184.17185972011805
755,39.1032,66.33333333,0.819833333,48.33333333,117.93256494390192
756,38.8056,87.33333333,0.8163,188.3333333,218.35881984029817
757,38.3028,98.33333333,0.8163,281.3333333,272.37941525830524
758,36.3048,95.0,0.8216,254.6666667,263.4618934655555
759,34.0212,91.0,0.819833333,229.6666667,250.67892717479162
760,32.874,96.0,0.8163,296.3333333,277.1709589697816
761,30.2424,86.33333333,0.819833333,202.6666667,239.48075074194162
762,27.5016,88.33333333,0.825066667,264.0,258.2056691204108
763,26.9976,87.33333333,0.8268,408.0,255.28116362215428
764,30.1788,96.66666667,0.833866667,733.0,292.0446979918273
765,31.242,99.0,0.8444,475.0,302.3339789043372
766,33.462,103.0,0.851433333,364.0,316.4360127844046
767,36.786,99.33333333,0.865466667,296.0,292.1801201874115
768,39.6012,91.0,0.8742,235.0,245.9867740793565
769,40.9764,103.3333333,0.8795,524.6666667,302.0026734855603
770,40.7496,100.6666667,0.881266667,449.0,290.31026661877
771,40.308,75.66666667,0.888266667,37.0,173.69233378630395
772,40.1436,69.66666667,0.89,14.66666667,145.88698887904587
773,39.96,77.0,0.89,45.0,181.45566636543458
774,40.3728,70.0,0.89,75.0,146.80638371203554
775,39.4824,76.0,0.886533333,33.33333333,177.335634967715
776,40.662,89.0,0.881266667,140.6666667,234.83839431521335
777,43.8108,91.66666667,0.8742,218.3333333,236.81314971208695
778,47.6736,89.0,0.869,117.6666667,211.61702145684103
779,49.4988,62.66666667,0.869,68.0,80.4703697120541
780,47.7564,57.66666667,0.865466667,38.0,60.94198428662264
781,45.57,66.33333333,0.8637,17.33333333,108.37948219051788
782,43.9548,83.0,0.860166667,72.33333333,191.97446347126072
783,43.074,86.0,0.849666667,136.0,206.63300931743987
784,42.2328,89.66666667,0.844366667,121.6666667,225.47784115574552
785,42.6768,90.66666667,0.8426,224.3333333,228.57132195438015
786,43.2216,81.33333333,0.8374,162.6666667,181.27069502375235
787,45.1836,87.66666667,0.835633333,202.3333333,205.38390918190305
788,48.3132,93.66666667,0.8321,260.6666667,224.09729554400076
789,50.1576,65.0,0.8321,73.66666667,81.7484702755213
790,51.0168,78.66666667,0.8321,76.66666667,144.5087026625663
791,50.7792,95.66666667,0.8321,200.3333333,226.4113983547988
792,48.0888,99.33333333,0.828566667,276.3333333,251.06477591432622
793,44.874,74.33333333,0.8321,137.6666667,141.84278953010124
794,39.4596,43.0,0.8321,0.0,8.065588630855927
795,34.734,65.33333333,0.828566667,59.33333333,127.86017540757018
796,32.3076,86.0,0.825066667,232.0,232.95086615978488
797,32.13,83.0,0.8216,384.6666667,218.3965737757253
798,33.1692,85.33333333,0.8216,463.3333333,226.49159778925184
799,35.9652,91.0,0.8216,549.3333333,245.35175928092298
800,37.6092,96.0,0.830333333,390.3333333,266.28704131754523
801,41.7624,106.6666667,0.844366667,567.6666667,308.063968959201
802,44.0616,102.6666667,0.854933333,354.3333333,284.4789787370289
803,44.724,65.66666667,0.865466667,122.3333333,108.05841284545409
804,43.3716,69.33333333,0.870733333,10.0,130.6758572365423
805,42.4584,70.66666667,0.8742,28.0,140.47112452889417
806,43.9824,84.66666667,0.870733333,103.6666667,202.1266100011992
807,46.7244,86.0,0.869,128.6666667,200.0732674752408
808,48.0216,74.0,0.869,22.66666667,138.94377369410017
809,48.372,73.33333333,0.872466667,64.33333333,135.47593526038776
810,50.7276,86.33333333,0.8742,206.3333333,191.03133747366286
811,47.544,66.0,0.8742,351.0,103.24969063716037
812,45.2688,65.33333333,0.869,70.33333333,105.62646524418102
813,44.604,87.0,0.860166667,83.0,209.1757035954637
814,46.5756,90.33333333,0.8584,383.6666667,218.93041041307163
815,46.8888,91.0,0.856666667,258.0,220.82279003208367
816,45.528,52.66666667,0.8532,56.33333333,40.96264521462848
817,44.7252,78.66666667,0.849666667,65.0,166.75589215700006
818,43.794,80.0,0.8479,18.33333333,175.47881181495825
819,43.2396,86.33333333,0.844366667,61.0,206.59959119245002
820,42.8688,84.66666667,0.833866667,170.3333333,197.46931192496277
821,43.1976,83.33333333,0.825066667,187.3333333,188.24297974507158
822,44.6316,87.0,0.8216,339.0,200.80267190434205
823,45.2712,87.0,0.8216,299.0,198.92499541516037
824,45.624,90.66666667,0.8216,244.3333333,215.40412003731961
825,44.9424,88.0,0.823333333,206.6666667,205.0397042058405
826,44.9496,87.0,0.8268,174.0,200.9871412327073
827,45.1392,89.66666667,0.8268,236.0,213.1685979577124
828,45.0432,91.0,0.8268,202.3333333,219.81945868240967
829,44.9904,88.33333333,0.8268,250.3333333,207.2363976051218
830,45.2556,90.66666667,0.828566667,362.3333333,217.98349814027074
831,44.3076,87.0,0.8321,205.6666667,204.01138716561894
832,43.1748,85.66666667,0.835633333,225.6666667,201.72760235163355
833,42.5748,83.0,0.835633333,273.3333333,190.7509586834767
834,42.3372,83.0,0.8374,305.3333333,191.82832335495954
835,43.1256,85.0,0.8426,338.0,200.18538705417762
836,44.484,87.0,0.846133333,326.6666667,206.51075841094575
837,46.3344,91.0,0.849666667,343.0,220.94531314005292
838,47.0592,79.66666667,0.8532,414.0,165.44041552611986
839,45.5088,67.0,0.861933333,179.6666667,111.36382255111926
840,44.4096,75.0,0.8637,104.0,153.18478882284126
841,43.8024,85.33333333,0.861933333,158.6666667,203.94751387165854
842,43.1376,85.0,0.8584,215.6666667,203.54722941406396
843,42.3696,82.66666667,0.854933333,261.0,193.91069344458606
844,42.0036,87.33333333,0.854933333,161.3333333,217.27677713479693
845,43.5696,90.66666667,0.8532,212.6666667,228.22937263563398
846,43.8612,92.66666667,0.854933333,199.6666667,237.29954530399687
847,44.478,96.0,0.8532,201.3333333,251.03871130667727
848,44.796,96.0,0.8532,225.0,250.10515732987966
849,45.264,96.0,0.851433333,202.0,248.35140638086796
850,45.3864,95.66666667,0.8532,185.3333333,246.77965922838877
851,45.1368,90.66666667,0.849666667,144.3333333,222.8688543798017
852,44.6928,87.33333333,0.8479,132.0,207.86988293503958
853,44.376,87.0,0.8479,141.6666667,207.2076558013186
854,44.0052,87.0,0.846133333,144.6666667,207.91637364393546
855,43.9908,86.66666667,0.8426,169.6666667,205.6067070904
856,42.9372,63.66666667,0.8374,119.3333333,97.7159204608999
857,42.9156,83.0,0.835633333,146.6666667,189.75047064796536
858,42.9276,83.0,0.8321,160.3333333,188.9555597654528
859,42.9912,84.33333333,0.8216,177.6666667,192.88033502065156
860,43.6692,87.0,0.819833333,270.0,203.2481524283221
861,44.2128,87.0,0.8163,282.6666667,200.8926211242195
862,44.7684,87.0,0.818066667,249.0,199.64138512150146
863,44.7948,86.0,0.8216,177.0,195.54679011402203
864,43.1928,66.33333333,0.8216,40.33333333,106.30654984054581
865,42.9288,81.66666667,0.8216,84.33333333,180.32545675269517
866,42.5724,83.0,0.812766667,159.3333333,185.8415687009109
867,41.3496,81.0,0.811,118.6666667,179.49795694483208
868,41.7552,87.33333333,0.8058,209.3333333,207.4421192913486
869,41.8704,88.66666667,0.804033333,268.6666667,213.093117986631
870,41.1624,87.0,0.8005,154.3333333,206.45062279924502
871,40.818,87.0,0.802266667,139.6666667,207.8415206931241
872,39.9396,75.33333333,0.8058,102.3333333,155.45088594723853
873,38.9364,65.0,0.802266667,30.66666667,108.27629539739337
874,39.4464,85.33333333,0.7952,152.6666667,202.3874762532667
875,40.5468,91.0,0.796966667,254.0,226.605259328908
876,41.0448,95.0,0.7952,216.6666667,243.87053662495822
877,39.534,85.0,0.7952,118.0,200.5380502886748
878,38.1984,78.66666667,0.7952,114.3333333,174.20606966347913
879,35.4456,56.33333333,0.791733333,64.66666667,74.86082272478683
880,30.3228,49.33333333,0.781166667,27.66666667,54.190544410774805
881,29.5824,82.66666667,0.767166667,109.6666667,212.57990530812157
882,29.9724,87.0,0.7584,179.0,230.24946556475192
883,30.48,87.0,0.7584,173.6666667,228.75930204707112
884,30.4224,78.0,0.7584,90.33333333,185.9374250228194
885,28.0824,53.0,0.7584,29.66666667,73.38760206054411
886,19.9524,46.0,0.7531,9.0,62.6779306003059
887,13.158,45.66666667,0.744333333,1.333333333,79.14714913657747
888,11.2248,39.33333333,0.735566667,34.33333333,52.68467289084322
889,18.0612,71.66666667,0.7268,255.0,185.1792044298541
890,23.2188,93.33333333,0.742566667,400.3333333,276.92470809633085
891,29.5356,103.6666667,0.7619,493.3333333,311.8972111235787
892,29.2776,103.6666667,0.779433333,406.0,316.4243680158303
893,36.7812,113.6666667,0.797,747.3333333,345.94067758059464
894,38.1204,113.0,0.818033333,566.6666667,343.34692648213525
895,39.546,103.6666667,0.835633333,401.0,298.36263355328435
896,40.4808,91.0,0.8479,300.3333333,237.74991068073933
897,38.6712,67.33333333,0.8584,56.33333333,132.26957030963172
898,36.6756,53.66666667,0.8637,34.0,73.98499612379669
899,34.9308,79.66666667,0.865466667,117.6666667,203.68320029794575
900,33.0792,55.66666667,0.861933333,119.3333333,93.71667153929184
901,32.9064,81.66666667,0.856666667,81.33333333,217.28775039065937
902,31.8888,78.0,0.849666667,104.3333333,201.2552506344519
903,28.1136,64.0,0.840866667,57.0,143.571234367552
904,19.1052,42.33333333,0.830333333,12.0,64.2557309351011
905,14.064,57.66666667,0.809266667,0.0,147.76965696460292
906,9.03,35.33333333,0.7952,10.33333333,52.84229123580735
907,14.22,46.33333333,0.7952,113.3333333,90.15050904653884
908,20.9064,83.0,0.791733333,361.6666667,244.9242776285932
909,25.7712,97.66666667,0.79,434.3333333,300.3293532335342
910,28.0668,101.0,0.79,468.3333333,309.5127331711484
911,29.8788,101.3333333,0.798733333,539.6666667,307.6632007837402
912,28.686,79.66666667,0.811033333,245.6666667,210.31267592788157
913,33.1284,111.0,0.826833333,609.6666667,350.3404522472928
914,36.8544,103.3333333,0.8409,602.0,305.8044737359586
915,37.74,94.66666667,0.8637,459.0,266.7080010286427
916,35.1684,72.33333333,0.875966667,149.6666667,170.21354178849538
917,34.8576,99.66666667,0.883033333,201.3333333,303.21050264922883
918,37.9536,109.3333333,0.891766667,447.6666667,342.174757976637
919,38.1528,90.0,0.898833333,143.6666667,250.75835038228104
920,38.1108,97.66666667,0.9006,124.0,287.88343177147703
921,41.0508,103.6666667,0.9006,494.6666667,307.9131102483191
922,42.138,103.3333333,0.902333333,352.3333333,303.5018282649186
