step,enhanced_speed,cadence,max_heart_rate_perct,power,power_prediction
39,26.976,77.33333333,0.7268,152.6666667,186.07637822209261
40,27.4584,79.33333333,0.7215,125.3333333,193.07422038765174
41,27.882,80.0,0.717966667,131.0,194.25549018150946
42,28.722,83.0,0.7162,133.3333333,205.73998175311567
43,29.8872,85.66666667,0.7162,182.3333333,215.0573653342094
44,29.916,87.0,0.711,149.0,220.2238268534157
45,29.664,87.0,0.712733333,136.0,221.33629870784898
46,29.1216,83.0,0.7285,127.3333333,207.21142942870017
47,27.8616,81.33333333,0.730266667,99.33333333,203.32896678456632
48,27.5424,80.0,0.7215,166.3333333,196.01213780238328
49,27.276,80.0,0.723266667,195.6666667,197.1740507585572
50,27.9036,80.0,0.728533333,198.3333333,196.46395951527415
51,28.08,80.0,0.732,190.6666667,196.6914502133178
52,27.7308,80.0,0.7373,180.0,198.8561219185366
53,27.636,80.0,0.7426,182.0,200.27395044231724
54,27.7692,80.0,0.746066667,184.0,200.6282635673976
55,27.9768,80.0,0.751333333,181.6666667,201.15116814252656
56,27.8736,80.0,0.7531,166.6666667,201.83397415211755
57,27.8112,80.0,0.7584,136.0,203.15668585562065
58,27.342,80.0,0.756633333,144.0,204.1542770042655
59,27.1836,80.0,0.747833333,163.3333333,202.72725313056014
60,27.4224,80.0,0.739066667,155.0,200.1413344565517
61,27.7584,80.0,0.740833333,118.3333333,199.53477890959886
62,28.2792,81.33333333,0.744333333,168.6666667,205.12741288999558
63,28.2336,83.0,0.7478,158.0,213.967921371351
64,28.3272,83.0,0.7478,158.6666667,213.6931394461049
65,28.2852,83.0,0.7426,137.6666667,212.69841572278324
66,28.0896,81.0,0.7426,122.0,203.71908980216944
67,27.9552,80.0,0.7426,118.0,199.33687362032413
68,27.9468,80.0,0.746066667,147.6666667,200.10688247846912
69,27.7236,80.0,0.7478,120.6666667,201.13480604821132
70,27.1212,79.33333333,0.744333333,110.3333333,198.97340881614298
71,26.4816,57.0,0.7426,95.33333333,93.79710611439896
72,24.7488,3.0,0.7426,14.0,-159.06174698515665
73,23.1384,0.0,0.739066667,0.0,-169.42409569461478
74,21.6984,0.0,0.723266667,0.0,-168.59375227190037
75,19.602,0.0,0.7022,0.0,-166.96876953621629
76,17.5548,18.0,0.681133333,0.333333333,-79.50627626627823
77,15.6456,38.66666667,0.6794,0.333333333,24.44590952947317
78,12.624,28.66666667,0.677633333,1.0,-14.831156028503756
79,9.432,28.33333333,0.663566667,0.0,-10.077042355113917
80,6.7956,22.33333333,0.651266667,1.0,-33.6425556487784
81,8.0868,22.33333333,0.649533333,48.0,-37.80581165748703
82,13.6488,62.66666667,0.6618,155.0,141.16644130540124
83,18.0,62.0,0.6776,214.0,128.60515886008
84,28.6596,83.0,0.700433333,364.3333333,202.53326563582925
85,28.356,83.0,0.7215,133.0,207.9539732910709
86,28.4316,83.0,0.7408,187.6666667,211.88162054176507
87,28.896,83.0,0.754866667,213.6666667,213.54267589957578
88,29.3484,84.33333333,0.770666667,205.0,221.98066718178745
89,29.6604,87.0,0.777666667,206.3333333,235.30782506918996
90,29.892,87.0,0.7847,199.0,236.14011406319082
91,29.9448,87.0,0.7847,184.3333333,235.98510887459048
92,29.8908,87.0,0.7847,171.0,236.14363690838633
93,29.7336,87.0,0.7847,177.6666667,236.60512962899196
94,29.2464,83.33333333,0.7847,173.6666667,220.5205636687245
95,29.4384,84.33333333,0.7847,206.3333333,224.7336832811876
96,29.7492,87.0,0.7847,233.6666667,236.5593326414509
97,29.3604,86.66666667,0.7847,226.0,236.10847621945777
98,29.052,83.0,0.7847,209.6666667,219.49900632506643
99,29.2416,83.0,0.79,180.3333333,220.08192053752236
100,30.066,87.0,0.79,185.0,236.7688252631878
101,31.2588,89.66666667,0.7952,168.3333333,247.12320670994882
102,31.7412,91.0,0.7952,148.6666667,252.07605605043295
103,31.4628,91.0,0.7952,114.0,252.89335613578032
104,31.3032,84.66666667,0.7952,135.6666667,223.10898721903118
105,31.53,80.0,0.788233333,185.6666667,198.65368889578224
106,31.7004,82.0,0.7847,186.0,206.94731213494282
107,31.9272,83.0,0.7847,174.6666667,211.0582692367375
108,32.232,83.0,0.7847,178.6666667,210.16346655708992
109,32.5356,83.0,0.7847,178.0,209.27218672263785
110,32.6076,83.0,0.79,178.6666667,210.20033976424912
111,32.5476,83.0,0.79,174.0,210.37648202402227
112,32.4084,83.0,0.7847,181.6666667,209.6456083133569
113,31.9956,83.0,0.786466667,182.6666667,211.23730838337724
114,31.0044,81.0,0.788233333,200.0,204.97346993513202
115,30.3024,80.0,0.7847,194.0,201.4978771001828
116,30.1236,80.66666667,0.7847,186.0,205.2072976127207
117,29.694,87.0,0.786466667,211.6666667,237.10122484322335
118,29.6808,87.0,0.79,203.0,237.89965857093136
119,29.7204,87.0,0.79,199.6666667,237.78340467948107
120,29.4684,86.0,0.788233333,168.3333333,233.36658600401006
121,30.1116,87.0,0.782933333,185.3333333,235.11559206964
122,30.5088,87.0,0.7794,174.3333333,233.18984787938388
123,30.5004,87.0,0.7794,175.6666667,233.21450779575213
124,30.2388,87.0,0.7794,194.0,233.982488048363
125,29.9916,87.0,0.7742,189.3333333,233.5901708534655
126,29.8188,87.0,0.772433333,192.3333333,233.71761923883093
127,29.904,87.0,0.765366667,190.6666667,231.94813236883738
128,30.0,87.0,0.767133333,195.6666667,232.046145860977
129,30.0048,87.0,0.7689,182.6666667,232.41189580297635
130,29.7852,87.0,0.7689,172.0,233.05657647374602
131,29.832,87.0,0.770666667,187.0,233.29902683390412
132,30.0624,87.0,0.7742,195.6666667,233.38232298693316
133,30.2004,87.0,0.7794,170.6666667,234.09521909461785
134,29.7756,87.0,0.7794,158.6666667,235.34230629381165
135,29.532,86.66666667,0.7794,168.3333333,234.46518560316753
136,29.5728,85.66666667,0.7794,153.3333333,229.56863402278464
137,28.926,81.33333333,0.7794,155.0,210.76808989509988
138,18.6012,56.0,0.7794,81.66666667,120.06702059811107
139,6.912,28.66666667,0.774166667,37.66666667,22.692686551335896
140,5.2884,6.0,0.718,4.333333333,-92.89055217047218
141,13.5084,38.0,0.693433333,82.0,30.55280973323829
142,19.6656,91.33333333,0.684633333,276.0,265.3463765792021
143,22.6656,91.0,0.681133333,283.3333333,254.1944896390546
144,25.0536,90.33333333,0.696933333,254.3333333,247.39658193351067
145,26.4024,89.66666667,0.716233333,223.0,244.40197390117248
146,27.336,87.33333333,0.728533333,223.3333333,233.15994746421103
147,28.3584,90.33333333,0.732,213.0,245.2341568306647
148,28.9956,91.0,0.733766667,190.3333333,246.9278839330692
149,28.782,91.0,0.739066667,160.3333333,248.69447413120065
150,28.926,91.0,0.7478,159.3333333,250.14943844346584
151,29.2296,91.66666667,0.7478,190.6666667,252.44267518742777
152,29.7348,87.0,0.754866667,198.3333333,230.18730648289568
153,29.8068,87.0,0.760133333,182.3333333,231.10829256511192
154,29.862,87.0,0.7636,185.6666667,231.6915906278973
155,30.1632,87.0,0.7636,175.3333333,230.8073564838362
156,30.4044,88.33333333,0.7636,171.3333333,236.46829770860836
157,29.6964,87.0,0.7689,181.0,233.31726701821032
158,30.9564,89.66666667,0.7689,199.3333333,242.35634582886252
159,30.6168,88.0,0.772433333,193.0,236.15170202758532
160,30.5496,87.0,0.7742,164.3333333,231.95204783757526
161,29.964,87.0,0.7794,164.0,234.78921959812402
162,29.9388,87.0,0.781166667,143.0,235.24304067000992
163,29.94,87.0,0.7847,153.6666667,235.99920025537233
164,29.6508,87.0,0.781166667,148.6666667,236.088523516921
165,29.34,86.0,0.777666667,134.0,231.47164989264144
166,29.5812,86.0,0.7742,132.0,230.01820906657667
167,29.5092,86.66666667,0.7742,157.6666667,233.41409635671846
168,29.0556,83.0,0.775933333,161.6666667,217.60356509436423
169,29.2404,83.0,0.7794,154.6666667,217.8063958760397
170,29.3808,84.33333333,0.7794,132.3333333,223.7632560972308
171,29.2836,87.0,0.775933333,129.3333333,236.04132388217465
172,29.5956,87.0,0.7742,165.6666667,234.7527097679682
173,29.5668,87.0,0.772433333,157.3333333,234.45741672987822
174,29.16,83.0,0.770666667,137.6666667,216.1647207684149
175,27.0852,37.66666667,0.772433333,95.0,6.088434985653748
176,23.6376,17.0,0.761866667,18.33333333,-84.7823247682208
177,27.7152,74.33333333,0.742566667,323.0,172.96588511792663
178,29.0124,82.66666667,0.740833333,332.3333333,208.5914719462284
179,29.2356,83.33333333,0.749566667,141.3333333,212.99844522124386
180,29.5212,87.0,0.7531,188.3333333,230.43453160490685
181,29.9292,87.0,0.7531,193.3333333,229.2367642384495
182,30.132,87.0,0.7531,181.0,228.64140340041632
183,30.2112,87.0,0.749566667,173.6666667,227.6492131869578
184,30.5112,87.0,0.7478,172.0,226.388660565311
185,30.7488,88.33333333,0.749566667,187.3333333,232.44001164845076
186,30.444,87.0,0.7478,143.3333333,226.5859398962569
187,30.1728,87.0,0.7426,148.0,226.26407960526865
188,30.1404,87.0,0.7426,175.6666667,226.35919642554614
189,30.57,87.0,0.749566667,183.0,226.5958824735145
190,30.7836,89.33333333,0.760133333,198.3333333,239.38650452880256
191,30.8904,90.33333333,0.767133333,186.3333333,245.35477752247806
192,30.5676,87.0,0.772433333,172.3333333,231.51936383686223
193,30.558,87.0,0.7742,167.6666667,231.92738792120707
194,30.7524,88.66666667,0.7742,170.6666667,239.31797842169323
195,31.3344,91.0,0.7742,196.0,248.75520645469106
196,31.3212,91.0,0.7742,141.6666667,248.79395775184116
197,30.5892,88.33333333,0.7742,158.0,238.20482705518526
198,30.8364,90.33333333,0.7689,168.6666667,245.8931468790551
199,30.996,91.0,0.7689,178.6666667,248.6091250464725
200,30.6576,89.0,0.7689,156.3333333,240.0490177041188
201,31.2624,85.33333333,0.7689,210.6666667,220.7586626159802
202,35.5356,88.33333333,0.7689,507.0,222.54413540614843
203,34.4148,81.66666667,0.777666667,124.0,195.87417992075763
204,33.5112,87.0,0.786466667,165.6666667,225.8950542764561
205,33.3924,87.0,0.793466667,174.6666667,227.7488473231416
206,33.3168,87.0,0.798733333,181.3333333,229.10314336439978
207,33.2772,87.0,0.793466667,185.6666667,228.08704046190604
208,33.33,87.0,0.79,182.0,227.18668633152896
209,32.9868,86.0,0.793466667,175.6666667,224.16279415547092
210,32.616,84.0,0.7952,171.6666667,216.07047799678088
211,32.4696,83.0,0.7952,182.6666667,211.72349026689022
212,31.98,83.0,0.798733333,198.3333333,213.920493537197
213,32.532,83.0,0.8058,188.0,213.8193498234043
214,32.832,86.0,0.8058,185.3333333,227.2689630557499
215,32.8716,85.0,0.8058,168.6666667,222.37593432056252
216,32.5632,83.0,0.8058,170.3333333,213.72775584832226
217,32.2644,83.0,0.8058,189.0,214.60494430199248
218,32.0988,83.0,0.8058,207.0,215.09109693896636
219,32.3172,83.0,0.8058,219.6666667,214.44993911339213
220,32.0292,83.0,0.8058,193.3333333,215.2954219603032
221,31.9272,83.0,0.8058,175.6666667,215.59486380191754
222,31.74,83.0,0.804033333,162.3333333,215.76458632962863
223,31.9416,83.0,0.796966667,192.6666667,213.653383475675
224,32.208,83.0,0.791733333,191.6666667,211.74612157772435
225,31.9416,83.0,0.79,183.0,212.155518847731
226,32.214,83.0,0.79,183.3333333,211.35583298836093
227,32.0112,83.0,0.791733333,178.3333333,212.32386818978028
228,31.8276,83.0,0.7952,187.0,213.6082124464628
229,31.6056,81.66666667,0.7952,185.6666667,207.89090569856324
230,31.1808,81.33333333,0.7952,187.6666667,207.5457345846662
231,31.524,82.0,0.79,189.3333333,208.6046941320149
232,31.2264,80.0,0.793466667,169.6666667,200.6701589947922
233,31.0236,80.0,0.789966667,181.3333333,200.5130041466581
234,31.2168,80.0,0.7847,194.6666667,198.81346906124014
235,31.2264,80.0,0.7847,188.3333333,198.7852862996764
236,31.7292,81.33333333,0.79,175.6666667,204.81777102517685
237,31.9008,83.0,0.79,229.6666667,212.27529558437675
238,32.5716,83.0,0.793466667,215.6666667,211.05137406188976
239,32.8176,83.66666667,0.798733333,190.6666667,214.64606416917786
240,33.1092,87.0,0.8005,190.0,230.092436905996
241,32.934,85.66666667,0.796966667,168.3333333,223.47805676491544
242,32.6424,83.33333333,0.79,166.3333333,211.69043551890383
243,32.1288,83.0,0.788233333,153.0,211.22611367445768
244,32.4744,83.0,0.781166667,166.6666667,208.6921693970486
245,32.6208,83.0,0.775933333,171.3333333,207.13719201864416
246,32.6328,83.0,0.770666667,197.6666667,205.96960677274546
247,32.688,83.0,0.7689,162.0,205.42771457097308
248,32.2764,83.0,0.7689,161.3333333,206.63605047301684
249,32.3868,83.0,0.772433333,187.0,207.07163114559216
250,32.394,83.0,0.775933333,177.6666667,207.80300976058663
251,32.3376,83.0,0.7742,174.0,207.59590912138725
252,32.3316,87.0,0.7777,227.6666667,227.47313840848028
253,32.64,83.0,0.79,218.3333333,210.10522294397163
254,34.3212,81.33333333,0.8005,331.3333333,199.4659724614791
255,35.6388,74.33333333,0.804,452.3333333,162.91298021686845
256,32.232,41.66666667,0.819833333,104.3333333,20.27726375278513
257,29.8332,56.33333333,0.8216,42.66666667,97.75863696426228
258,34.422,83.0,0.825066667,406.6666667,212.4132883941681
259,35.4648,91.0,0.8268,311.6666667,247.9388090325939
260,34.7016,82.0,0.825066667,171.0,206.81569061988807
261,34.3284,79.33333333,0.8216,191.6666667,194.42788026801213
262,33.7644,81.33333333,0.8268,181.3333333,206.75519050251677
263,33.9996,87.0,0.8268,205.6666667,233.13310364130552
264,34.6092,90.33333333,0.8268,226.0,247.26608107854486
265,35.4744,91.0,0.8268,217.3333333,247.91062627103014
266,35.5344,91.0,0.8321,193.6666667,248.87400776459612
267,35.0112,91.0,0.833866667,171.6666667,250.789809592599
268,34.6776,91.0,0.8374,182.3333333,252.52884298749564
269,34.6056,90.33333333,0.833866667,185.0,248.79601469025147
270,34.0884,87.0,0.8374,182.3333333,235.1514606035194
271,33.792,87.0,0.8374,190.6666667,236.02160336679873
272,33.018,86.33333333,0.8374,187.6666667,235.1093219394583
273,32.4672,83.0,0.8321,182.0,219.66420133430216
274,31.7508,83.0,0.8321,172.3333333,221.7673399159935
275,31.3248,81.66666667,0.8268,179.3333333,215.5093930979835
276,31.8108,82.33333333,0.823333333,186.3333333,216.52180838269055
277,32.1216,83.0,0.8163,187.0,217.2817099387545
278,32.3964,83.33333333,0.8163,186.6666667,218.06723665431662
279,33.0552,86.0,0.8163,191.6666667,228.87126090789576
280,33.348,87.0,0.812766667,173.6666667,232.028779093382
281,33.5616,87.0,0.811,155.6666667,231.0218713258085
282,33.7092,87.0,0.811,162.3333333,230.5885613667665
283,33.6156,87.0,0.811,158.6666667,230.86334329201264
284,33.45,87.0,0.807533333,186.6666667,230.60414698720973
285,33.444,87.0,0.8058,198.6666667,230.2490868498009
286,33.5496,87.0,0.8058,201.3333333,229.93907647260022
287,33.5004,87.0,0.8058,192.3333333,230.08351312561416
288,33.612,87.0,0.8058,202.6666667,229.75588852243612
289,33.2148,87.0,0.802266667,167.3333333,230.16226785157647
290,33.2712,87.0,0.8005,215.3333333,229.61685280460853
291,33.672,87.0,0.8005,186.3333333,228.44022250932397
292,33.498,87.0,0.8005,180.0,228.95103506266605
293,33.1884,87.0,0.8005,169.0,229.85992912309547
294,32.9628,87.0,0.804033333,181.0,231.28190645040036
295,33.186,87.0,0.8058,226.0,231.00649856682543
296,33.4944,87.0,0.809266667,215.6666667,230.84647629336826
297,32.964,85.0,0.805766667,178.6666667,222.0975084961213
298,32.6652,84.33333333,0.7952,176.3333333,217.51829960909004
299,31.9752,83.0,0.79,204.0,212.05687918225806
300,32.0904,83.0,0.79,219.0,211.71868604349362
301,32.5212,83.0,0.79,206.3333333,210.45398461832247
302,32.6628,83.0,0.7952,180.3333333,211.1563121904207
303,32.5728,83.0,0.7952,181.6666667,211.42052558008044
304,32.1948,83.0,0.7952,185.3333333,212.5302218166512
305,32.13,83.0,0.7952,179.6666667,212.72045545720619
306,31.9644,83.0,0.7952,170.6666667,213.20660809418007
307,31.9104,83.0,0.79,179.0,212.24711282281305
308,31.98,83.0,0.786466667,193.3333333,211.2831053709183
309,31.9404,83.0,0.7847,210.6666667,211.0195179395874
310,31.7268,83.0,0.7847,196.6666667,211.64658438437976
311,31.2972,82.66666667,0.788233333,200.6666667,212.07518712959018
312,31.5192,81.0,0.7847,224.6666667,202.7024869157206
313,32.2704,83.0,0.79,223.6666667,211.1902592641742
314,33.1188,86.33333333,0.788233333,218.3333333,224.2423491847353
315,33.8184,87.0,0.7847,210.6666667,224.6133645836365
316,34.32,87.0,0.7847,203.3333333,223.14081529193305
317,34.2888,87.0,0.788233333,180.3333333,223.99209169757296
318,34.0944,87.0,0.788233333,203.0,224.56279261923794
319,33.9924,87.0,0.781166667,202.0,223.34286959973645
320,34.128,87.0,0.775933333,201.3333333,221.81959782809128
321,34.2444,87.0,0.782933333,196.6666667,222.98291321646605
322,34.422,89.66666667,0.788233333,172.3333333,236.3391221467648
323,34.5228,91.0,0.79,187.6666667,242.79207758218735
324,34.5924,91.0,0.79,196.6666667,242.5877525608505
325,34.6008,91.0,0.7952,176.3333333,243.68111594964512
326,34.41,87.33333333,0.7952,166.6666667,226.7264072260984
327,34.2984,87.0,0.79,166.3333333,224.3437502587904
328,34.308,87.0,0.79,176.6666667,224.3155674972267
329,34.7376,91.0,0.791733333,196.3333333,242.53416265558565
330,35.0892,91.0,0.7952,191.3333333,242.24731795509177
331,35.22,86.0,0.8005,169.0,219.1189773634398
332,35.3232,80.0,0.804033333,161.0,190.91504604476518
333,35.0904,80.0,0.802266667,169.0,191.2186369049083
334,34.7076,80.0,0.8005,161.6666667,191.96258319947975
335,34.2684,86.66666667,0.8005,173.3333333,225.09711018185584
336,33.8088,87.0,0.7952,183.0,226.89909440370212
337,33.8568,87.0,0.79,189.0,225.64015729072077
338,33.4092,87.0,0.79,175.3333333,226.95417854862836
339,32.5476,83.33333333,0.793466667,172.3333333,212.7140892311221
340,32.0736,83.0,0.7952,173.0,212.88602918139298
341,31.8744,83.0,0.793466667,180.3333333,213.09814712045363
342,32.184,83.0,0.79,191.3333333,211.44390411824753
343,32.3136,83.0,0.79,198.3333333,211.06343683713754
344,32.7324,83.0,0.788233333,195.0,209.45412254113978
345,32.916,85.0,0.7847,182.3333333,217.70899448315038
346,33.3408,87.0,0.788233333,199.3333333,226.77513940198855
347,33.4524,87.0,0.7952,207.6666667,227.94537942675458
348,33.5172,87.0,0.7952,205.0,227.7551457861996
349,33.87,87.0,0.7952,200.0,226.71942929873353
350,34.0152,87.0,0.7952,199.6666667,226.29316503008255
351,34.1592,87.0,0.7952,202.6666667,225.87042360662696
352,34.2528,87.0,0.798733333,188.0,226.35532411193878
353,34.2108,87.0,0.8005,173.0,226.85846501656113
354,34.362,88.33333333,0.8005,173.6666667,232.7836196309931
355,34.5552,91.0,0.8005,178.3333333,244.95450782041178
356,35.1192,91.0,0.8005,175.6666667,243.29877057854424
357,34.8108,91.0,0.8005,154.3333333,244.2041417937782
358,34.638,91.0,0.7952,186.0,243.57190774858577
359,34.5096,91.0,0.79,185.0,242.83082887933745
360,34.7844,91.0,0.79,177.3333333,242.02409732957648
361,34.9092,79.0,0.788233333,198.3333333,183.95658198162187
362,37.3164,84.66666667,0.79,413.0,204.3379866394041
363,37.4736,87.0,0.791733333,342.0,215.39497623498193
364,37.344,87.0,0.7952,273.0,216.52079245786865
365,37.2612,84.66666667,0.798733333,275.3333333,206.37774325411613
366,37.2336,83.33333333,0.807533333,225.0,201.98177497629018
367,37.5624,87.0,0.811,254.6666667,219.27670544413542
368,37.65,87.0,0.811,257.3333333,219.01953774486662
369,37.0692,84.33333333,0.812766667,222.0,208.3663698763636
370,35.8128,82.0,0.8163,170.0,201.6686632737737
371,34.344,62.33333333,0.8216,130.0,113.1769109369402
372,32.448,9.333333333,0.8216,17.66666667,-134.42606035796504
373,31.1016,0.0,0.8216,0.0,-175.0566599219432
374,28.572,29.0,0.8163,0.333333333,-30.24355553487044
375,19.422,36.0,0.811033333,0.0,28.92320597774483
376,11.874,5.333333333,0.802266667,0.0,-97.29073209910231
377,14.892,30.0,0.789966667,88.33333333,9.031869922409271
378,24.9036,71.33333333,0.770666667,303.3333333,172.93121281719937
379,30.1368,86.66666667,0.770666667,236.3333333,230.8119658889335
380,32.2284,92.33333333,0.782933333,205.3333333,254.37742562885228
381,33.5064,93.0,0.788233333,195.0,254.94963582743742
382,33.5748,87.0,0.793466667,139.6666667,227.21337485343122
383,34.146,87.33333333,0.7952,148.6666667,227.5014331691002
384,34.9188,91.0,0.791733333,173.6666667,242.0022130310707
385,35.1648,91.0,0.7847,177.6666667,239.7678316492757
386,33.6876,88.33333333,0.7847,189.6666667,231.36638781900217
387,31.3236,87.0,0.788233333,198.6666667,232.6970421755616
388,29.3064,86.0,0.79,231.6666667,234.22201142817863
389,29.1312,83.33333333,0.79,215.0,221.99828056082805
390,29.9808,87.0,0.791733333,196.6666667,237.39162163545177
391,29.2788,85.66666667,0.7952,171.0,233.828801907514
392,27.5592,71.66666667,0.7952,86.0,172.00219126029276
393,26.5128,18.33333333,0.796966667,19.66666667,-79.30737143764023
394,27.3468,0.0,0.7847,0.0,-171.96734268236108
395,27.1188,0.0,0.763633333,0.0,-175.82742991601265
396,28.1604,47.0,0.7408,89.66666667,40.7138891814036
397,27.8304,81.0,0.728533333,285.3333333,201.45562791593454
398,28.656,83.0,0.7531,265.0,213.86740361588716
399,29.5836,86.66666667,0.765366667,220.0,231.29647377070285
400,29.8332,87.0,0.7689,198.6666667,232.91566266592753
401,29.8164,87.0,0.7689,161.6666667,232.96498249866403
402,30.3792,87.0,0.7689,187.0,231.31276810199194
403,31.3056,90.33333333,0.7689,215.3333333,244.5157144076291
404,32.3076,83.33333333,0.7742,175.0,209.27623851659695
405,33.4836,86.66666667,0.7794,189.3333333,222.86445637450845
406,34.05,85.33333333,0.782933333,180.6666667,215.5923227159799
407,33.582,77.0,0.788233333,157.0,178.29929908032943
408,33.4236,77.0,0.7847,152.6666667,178.00463221557266
409,33.126,86.66666667,0.7794,172.3333333,223.91426424275636
410,32.5008,83.33333333,0.777666667,185.0,209.45440938190416
411,32.0244,83.0,0.7794,186.0,209.63339502256594
412,31.3764,81.0,0.777666667,197.0,201.6095073772555
413,31.4844,81.66666667,0.7742,204.6666667,203.73161894630113
414,32.0052,83.0,0.770666667,212.0,207.81205480997255
415,32.4036,83.0,0.7689,229.3333333,206.26262888229775
416,32.418,83.0,0.777666667,204.0,208.105227435068
417,32.4312,83.0,0.7847,193.6666667,209.5786742546431
418,32.4564,83.0,0.79,161.6666667,210.64421825887746
419,32.4828,83.0,0.79,186.6666667,210.56671566457726
420,32.3328,83.0,0.7847,195.6666667,209.86754756067108
421,31.7964,83.0,0.79,194.6666667,212.58178311638198
422,31.7268,83.0,0.7952,211.6666667,213.9041314428817
423,31.6596,83.0,0.7952,222.6666667,214.10141077382764
424,31.5072,82.0,0.8005,226.0,210.91156102325334
425,31.1004,80.0,0.8005,196.6666667,202.55225585704096
426,30.9804,80.0,0.8005,204.0,202.90454037658725
427,31.1772,87.66666667,0.807533333,227.6666667,240.46093236583033
428,31.4604,91.0,0.811,231.0,256.2974726380123
429,31.3968,91.0,0.8163,210.0,257.6237071867108
430,31.3296,91.0,0.812766667,191.3333333,257.06130408709896
431,30.7428,89.66666667,0.809266667,155.0,251.66242659245268
432,30.4716,87.0,0.802266667,170.3333333,238.21549196840448
433,30.6504,87.33333333,0.8005,234.3333333,238.9030049768225
434,30.96,91.0,0.802266667,246.3333333,255.8887933487996
435,31.0896,91.0,0.8058,240.3333333,256.26800849824747
436,31.1736,91.0,0.809266667,251.0,256.76675827634176
437,31.3032,91.0,0.8163,230.6666667,257.898489111957
438,30.8508,87.66666667,0.819833333,223.6666667,244.0637013846699
439,30.9108,88.66666667,0.823333333,254.0,249.41684965480124
440,31.4196,91.0,0.8268,246.0,259.8143201864991
441,31.6716,91.0,0.8268,218.0,259.07452269545183
442,31.782,91.0,0.8268,203.3333333,258.75042093746924
443,31.8228,91.0,0.828566667,222.0,259.01048552360464
444,31.83,91.0,0.8321,214.6666667,259.7490308829898
445,31.77,91.0,0.8321,221.0,259.925173142763
446,31.6548,91.0,0.8321,214.0,260.2633662815274
447,31.3692,91.0,0.833866667,204.6666667,261.48164476082866
448,30.9144,91.0,0.8374,213.0,263.57648552046703
449,30.6792,88.0,0.8374,238.6666667,249.93663864756638
450,30.6468,87.0,0.8426,234.0,246.3730039292696
451,30.5832,87.0,0.8426,226.3333333,246.55971472462915
452,30.4848,87.0,0.8426,221.6666667,246.84858803065708
453,30.9732,88.66666667,0.8426,213.6666667,253.37608145825493
454,32.0304,91.0,0.8426,212.3333333,261.4182627938494
455,32.4192,94.33333333,0.8374,162.6666667,275.08142044189117
456,32.6292,94.33333333,0.8374,163.0,274.46492253268514
457,32.712,85.0,0.8374,147.0,229.63861435524103
458,33.258,87.0,0.8321,223.0,236.4497457254406
459,34.4316,88.33333333,0.828566667,302.6666667,238.61375380278025
460,36.5112,94.66666667,0.8268,454.3333333,262.3817291317756
461,35.412,90.0,0.830333333,153.6666667,244.076721808015
462,34.9596,91.0,0.8321,229.6666667,250.5614506132228
463,34.3872,88.33333333,0.839133333,203.6666667,241.0159796222955
464,34.3356,87.0,0.8426,211.0,235.5437777984169
465,34.3944,88.66666667,0.846133333,186.6666667,244.0921322365483
