Recording_URL,Publicly_Shared,Already_Watched,Comments,Labels,Created,New___Returning,Hotjar_User_ID,Country,Action_Count,Page_Count,Duration__seconds_,Device,Device_Screen_Size,Browser,Operating_System,Referrer_URL,Landing_Page_URL,Exit_Page_URL,Rage_Clicked,U_Turned,Incoming_Feedback,Net_Promoter_Score__,Events
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/14/2023 23:07:58,New user,ce8520d4,IQ,12,2,969,Phone,246 X 443,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjw8-OhBhB5EiwADyoY1auTZ36psU2P1EtcjhE2m3bN4p2ziPDOG6NWgxR7A94kibcEdi9AVxoCGR4QAvD_BwE,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/27/2023 12:37:26,New user,f592e573,AU,2,1,179,Phone,254 X 374,Safari,Ios,https://WEBSITE-NAME.com.au/collections/gear-wading-wader-boot-combos,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/27/2023 20:14:49,New user,24876b1e,GT,22,3,253,Phone,320 X 512,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwuqiiBhBtEiwATgvixLbGtmXwzGqt5L2fThSf4f2MAvkTPVg9OoDlZdhiJRTQmYb-fmNNJRoChe8QAvD_BwE,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/11/2023 20:02:49,New user,9d112fa2,AU,1,1,71,Phone,320 X 522,Safari,Ios,https://WEBSITE-NAME.com.au/collections/all/products/simms-superlight-bucket-hat,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/products/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/15/2023 22:31:39,New user,327959e5,AU,2,1,40,Phone,328 X 535,Safari,Ios,https://WEBSITE-NAME.com.au/collections/all/products/simms-superlight-bucket-hat,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/products/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/16/2023 11:13:32,New user,a436f3f2,AU,102,14,706,Phone,328 X 535,Safari,Ios,https://WEBSITE-NAME.com.au/collections/all/products/simms-superlight-bucket-hat,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/12/2023 0:41:08,Returning user,51462fdd,AU,2,1,47,Phone,360 X 394,Chrome,Android,https://WEBSITE-NAME.com.au/search?q=XXXXX,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/11/2023 18:04:44,Returning user,51462fdd,AU,8,1,2261,Phone,360 X 450,Chrome,Android,https://WEBSITE-NAME.com.au/search?q=XXXXX,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/7/2023 17:26:21,New user,60f56b6c,JO,4,1,33,Phone,360 X 560,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjw_r6hBhDdARIsAMIDhV_Hg5vukzQIJwDSpMPSP1Iz_Tn8iJtfCS4DrEK0BCYhP4bfH-xb6Y0aApwrEALw_wcB,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/27/2023 14:13:45,New user,0f85e7af,IQ,11,1,134,Phone,360 X 600,Chrome,Android,https://WEBSITE-NAME.com.au/pages/XXXXXX,https://WEBSITE-NAME.com.au/pages/HANDLELINK,https://WEBSITE-NAME.com.au/pages/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/4/2023 14:21:10,New user,2d7575b6,PK,2,1,312,Phone,360 X 600,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjwr82iBhCuARIsAO0EAZwsKH3JzLR7VmVhXmp1p1iGOOiLtUfO4d5tIvEQyfT22JBnAFCF0SIaAuDNEALw_wcB,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/28/2023 6:44:10,Returning user,e2f2ca6a,AU,49,5,526,Phone,360 X 619,Chrome,Android,https://WEBSITE-NAME.com.au/collections/all/products/cdc-shrimp-4,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/1/2023 8:23:21,New user,3860e779,AU,49,6,210,Phone,360 X 630,Firefox,Android,https://duckduckgo.com/,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/4/2023 7:51:38,New user,0738cb0a,EG,1,1,344,Phone,360 X 648,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjwr82iBhCuARIsAO0EAZzPWchVLoi3VPOEPTHw3FVgBrp4iruYCpQbPPAibglK1DZ-Aef8v8saAglKEALw_wcB,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/29/2023 21:51:49,New user,ce845a97,AU,107,20,359,Phone,360 X 652,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-tools-accessories-nets,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/17/2023 14:05:25,New user,a470285f,IQ,4,2,184,Phone,360 X 662,Chrome,Android,https://WEBSITE-NAME.com.au/pages/XXXXXX,https://WEBSITE-NAME.com.au/pages/blog,https://WEBSITE-NAME.com.au/blogs/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/13/2023 0:50:12,New user,abbc99aa,GT,10,1,135,Phone,360 X 662,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwrdmhBhBBEiwA4Hx5g_ky_cTtJj3Llmf8_-a4XnZAbHIvJAsmX8Xy5Lea0LbLlUd1500gAhoC-R8QAvD_BwE,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/4/2023 14:05:39,New user,4feda1cb,EC,3,1,32,Phone,360 X 664,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjwr82iBhCuARIsAO0EAZx3-qHtQdGepOeREsz4NOIAgqYVT4Q31h7ZZAFq9WhYMpGARI0VNSYaAlzXEALw_wcB,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/27/2023 14:14:04,New user,2e762ac5,PK,2,1,149,Phone,360 X 664,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwuqiiBhBtEiwATgvixPnzWvRD_isuZx3T1UnQZnniukfgKLJMevTNipBXcRfQxXnlPKWuNRoCGdQQAvD_BwE,https://WEBSITE-NAME.com.au/pages/HANDLELINK,https://WEBSITE-NAME.com.au/pages/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/4/2023 2:56:09,Returning user,82ffdec2,AU,2,1,277,Phone,360 X 667,Chrome,Android,https://WEBSITE-NAME.com.au/collections/vendors?pf_v_vendor=Orvis,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/17/2023 19:46:10,New user,e8a16457,EG,4,2,75,Phone,360 X 668,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjw3POhBhBQEiwAqTCuBtz69F-3BYym0ZsRAy5xcoc3Rx4525JjPHAtvkkHKdTKOEbIdd8cnxoCfE4QAvD_BwE,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjw3POhBhBQEiwAqTCuBtz69F-3BYym0ZsRAy5xcoc3Rx4525JjPHAtvkkHKdTKOEbIdd8cnxoCfE4QAvD_BwE,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/11/2023 18:17:01,New user,e73d411d,PK,2,1,78,Phone,360 X 668,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwitShBhA6EiwAq3RqAw7IgB2TjYLMerpemmgqD7A3KzWXuJE3j1KkUx4w2hvkaOzRRnmS0BoC7_UQAvD_BwE,https://WEBSITE-NAME.com.au/cart,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/29/2023 3:40:34,New user,21f673be,BD,16,1,92,Phone,360 X 674,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjw3a2iBhCFARIsAD4jQB23pgZkKgnouEzJa037MFWT8qLcTdZgHwNI4LyPFuC1TXuqy7Ou9QIaAnk0EALw_wcB,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/5/2023 12:24:03,Returning user,5621480c,AU,9,1,35,Phone,360 X 682,Chrome,Android,https://WEBSITE-NAME.com.au/collections/all/products/XXXXXX,https://WEBSITE-NAME.com.au/cart,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/9/2023 1:08:08,Returning user,5621480c,AU,14,2,575,Phone,360 X 682,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-packs-vests-sling-packs/products/simms-dry-creek-z-sling,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/23/2023 3:21:49,New user,f03ff5dc,GT,2,1,281,Phone,360 X 706,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-rods?gclid=Cj0KCQjwi46iBhDyARIsAE3nVrZZR40AsT7eaMcUF_ykttTMmjQuCA7uiI97vhkjt-C18Y2xAF7IBF0aAiMzEALw_wcB,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/17/2023 3:57:57,Returning user,069b52ce,AU,73,15,289,Phone,360 X 745,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwue6hBhBVEiwA9YTx8LM4qWe2fRVc9MiMFNXDkHCshEN2GcB_eQKSeHGitQJ3VJgMVM3TNBoCOEUQAvD_BwE,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/15/2023 23:25:25,New user,f1117b3c,MX,18,1,445,Phone,368 X 663,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-rods?gclid=Cj0KCQjwlumhBhClARIsABO6p-zahK1O08JFQnovl0W6XRhAKo5yOlUo5dGDbm7YX74p67067IMQERcaAitMEALw_wcB,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/5/2023 15:48:41,New user,377825b4,DZ,7,1,227,Phone,368 X 692,Chrome,Android,https://WEBSITE-NAME.com.au/collections/vendors?q=XXXXX,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/products/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/16/2023 9:09:19,New user,3e0e967a,EG,11,2,400,Phone,368 X 695,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-reels?gclid=CjwKCAjwue6hBhBVEiwA9YTx8CBsRjv-BUkhGAkTZ6ryS2M5gurJtm6uGwWoyvtgGfsMeX7xH-OglBoCclUQAvD_BwE,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/1/2023 22:48:59,Returning user,a280d0a2,AU,9,1,45,Phone,375 X 543,Safari,Ios,https://WEBSITE-NAME.com.au/?gclid=EAIaIQobChMIrMKZg_DS_gIVSW0rCh3KZw2gEAAYASAAEgKt0_D_BwE,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/2/2023 12:24:14,Returning user,a280d0a2,AU,3,1,426,Phone,375 X 543,Safari,Ios,https://WEBSITE-NAME.com.au/?gclid=EAIaIQobChMIrMKZg_DS_gIVSW0rCh3KZw2gEAAYASAAEgKt0_D_BwE,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/11/2023 16:58:12,New user,4336537e,AU,7,1,115,Phone,375 X 545,Safari,Ios,https://search.yahoo.co.jp/,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/products/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/25/2023 9:01:09,Returning user,3cc59e5f,AU,12,2,140,Phone,375 X 548,Safari,Ios,https://WEBSITE-NAME.com.au/collections/sale,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/6/2023 13:55:52,New user,8ee3627a,AU,30,4,125,Phone,375 X 548,Safari,Ios,https://duckduckgo.com/,https://WEBSITE-NAME.com.au/,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/2/2023 21:35:08,Returning user,440bb39f,AU,37,7,172,Phone,375 X 548,Safari,Ios,https://WEBSITE-NAME.com.au/collections/gear-flies-trout-flies-dry-flies?page=4,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/1/2023 10:48:23,Returning user,851c9b92,AU,15,4,165,Phone,375 X 553,Safari,Ios,https://www.google.com.au,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/17/2023 7:12:36,New user,eea35954,AU,13,2,100,Phone,375 X 628,Safari,Ios,https://WEBSITE-NAME.com.au/products/XXX,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/19/2023 10:27:35,Returning user,c52a883d,AU,72,15,127,Phone,375 X 632,Chrome,Ios,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwov6hBhBsEiwAvrvN6L-jA1aLTsxZ2ik9UKHrvDFpjfMEnicV4ovvyHhq0YQ_GepLmTF4IBoCAIMQAvD_BwE,https://WEBSITE-NAME.com.au/products/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/16/2023 14:41:56,Returning user,6de141fa,DE,7,2,38,Phone,375 X 634,Safari,Ios,https://www.google.de/,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/7/2023 0:24:42,New user,36e6fa27,AU,37,7,177,Phone,375 X 635,Safari,Ios,https://WEBSITE-NAME.com.au/collections/cod-rods,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/7/2023 9:28:48,Returning user,649e3f00,AU,19,3,60,Phone,375 X 635,Safari,Ios,https://WEBSITE-NAME.com.au/collections/gear-rods-sage,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/11/2023 17:12:32,Returning user,7803610e,AU,226,40,1996,Phone,375 X 647,Chrome,Ios,https://WEBSITE-NAME.com.au/?utm_source=facebook&utm_medium=ad&utm_campaign=A.01+Branding+LAL+TOF&utm_content=Joke&fbclid=IwAR1tInTIutXyy4oSLFiGDldBRofz0MtH673ouJW-0_KOl3P-esFkdqDSgWw_aem_AZxcI8D5jiPyg6HmQDjqnBQBVAc2rolrUJ7c0e9bNX1XlTCbvNO-9_RBQrgUV12ZDPHzpJIhHx-BcOUS7QrEO-3AibHbes5_quet807Dkyy_KjMGsRWrReTKbbCB9lUX7acoTtVbTV05Jn5gwqrJxlyJ&campaign_id=23852431965440523&ad_id=23852431965370523,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/3/2023 18:30:09,New user,143f093a,EG,2,1,263,Phone,375 X 707,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwjMiiBhA4EiwAZe6jQ2S2mBvcCzMd0q_buSKchOhbkMWj247AWqAOA0XAH9MLBv9LKGYprhoCHeQQAvD_BwE,https://WEBSITE-NAME.com.au/cart,https://WEBSITE-NAME.com.au/cart,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/6/2023 22:54:19,Returning user,78527ff3,AU,52,6,613,Phone,383 X 657,Chrome,Ios,https://WEBSITE-NAME.com.au/collections/more-new-products,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/8/2023 4:45:06,Returning user,3163ddd5,LB,10,2,44,Phone,384 X 715,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=Cj0KCQjw_r6hBhDdARIsAMIDhV9zDg1fllBzaH0qcEA5u_HVMq0odZbQYBTbB7z2oF8iE5xrSiR6xogaAnPwEALw_wcB,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/6/2023 15:53:23,Returning user,d56a2fcd,BA,2,1,274,Phone,384 X 718,Chrome,Android,https://WEBSITE-NAME.com.au/collections/gear-rods?sort=best-selling&pf_v_brand=Vision,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/16/2023 10:54:58,New user,b71aafb5,IQ,1,1,30,Phone,384 X 726,Chrome,Android,https://WEBSITE-NAME.com.au/?gclid=CjwKCAjwue6hBhBVEiwA9YTx8BtYU1n6R0JR3al2f0c89lb9lgPcQifzT0rldAqEIUH13wzvPdV7sRoC5msQAvD_BwE,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/17/2023 13:55:37,Returning user,11bd2b09,AU,19,2,138,Phone,390 X 661,Safari,Ios,https://WEBSITE-NAME.com.au/collections/gear-flies-trout-flies-nymphs?page=3&pf_t_category=Nymphs,https://WEBSITE-NAME.com.au/search?HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,5/5/2023 9:02:58,New user,336f645d,AU,9,2,46,Phone,390 X 664,Safari,Ios,https://googleads.g.doubleclick.net/,https://WEBSITE-NAME.com.au/?gclid=EAIaIQobChMIpM6ypujd_gIV_WAPAh2Rug6kEAEYASAAEgLNdvD_BwE,https://WEBSITE-NAME.com.au/search?HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/8/2023 22:14:35,New user,a980f80a,AU,10,2,356,Phone,390 X 664,Safari,Ios,https://WEBSITE-NAME.com.au/collections/all/products/pmx-hi-vis,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
https://insights.hotjar.com/r?site=XXXXXXXX&recording=XXXXXX,FALSE,FALSE,,,4/12/2023 10:14:14,Returning user,22431508,AU,1,1,132,Phone,390 X 664,Safari,Ios,https://WEBSITE-NAME.com.au/search?q=SIMMs+waders,https://WEBSITE-NAME.com.au/collections/HANDLELINK,https://WEBSITE-NAME.com.au/collections/HANDLELINK,Only available on Hotjar Business,Only available on Hotjar Business,N/A,N/A,Only available on Hotjar Plus
