,userID,date_AEST,distance,enhanced_avg_speed,avg_power,avg_wpkg,avg_heart_rate,avg_max_heart_rate_perct,enhanced_duration,weekend,day_of_week,hour,day_cat
136,U1000009,2021-12-16,46.52,29.87,230.73,1.96,129.87,0.72,01:33:27,False,5,5,MORNING
137,U1000009,2022-01-20,46.78,29.49,260.03,2.2,143.38,0.79,01:35:11,False,5,5,MORNING
138,U1000009,2022-01-27,47.12,28.62,218.33,1.85,127.43,0.7,01:38:47,False,5,5,MORNING
139,U1000009,2022-02-03,46.41,30.41,256.14,2.17,136.1,0.75,01:31:34,False,5,5,MORNING
140,U1000009,2022-02-10,46.42,31.56,261.59,2.22,137.82,0.76,01:28:16,False,5,5,MORNING
141,U1000009,2022-02-17,46.98,28.51,223.47,1.89,121.88,0.67,01:38:52,False,5,5,MORNING
142,U1000009,2022-05-05,45.35,28.19,218.59,1.85,140.32,0.77,01:36:31,False,5,5,MORNING
143,U1000009,2022-05-12,46.49,29.24,218.91,1.86,142.2,0.78,01:35:24,False,5,5,MORNING
144,U1000009,2022-05-26,40.29,28.26,211.21,1.79,142.54,0.79,01:25:32,False,5,5,MORNING
145,U1000009,2022-06-02,46.4,27.91,194.15,1.65,132.62,0.73,01:39:45,False,5,5,MORNING
146,U1000009,2022-06-09,45.42,28.26,237.86,2.02,144.7,0.8,01:36:26,False,5,5,MORNING
147,U1000009,2022-06-23,47.05,28.61,248.44,2.11,147.08,0.81,01:38:40,False,5,5,MORNING
148,U1000009,2022-06-30,44.91,29.47,253.43,2.15,147.51,0.81,01:31:26,False,5,5,MORNING
149,U1000009,2022-07-07,45.32,28.93,251.24,2.13,146.47,0.81,01:34:00,False,5,5,MORNING
150,U1000009,2022-07-14,47.05,28.06,247.5,2.1,133.66,0.74,01:40:36,False,5,5,MORNING
151,U1000009,2022-07-21,47.75,28.04,237.47,2.01,143.99,0.79,01:42:11,False,5,5,MORNING
152,U1000009,2022-08-11,47.09,28.72,250.91,2.13,147.31,0.81,01:38:23,False,5,5,MORNING
153,U1000009,2022-08-25,46.9,28.51,235.98,2.0,146.49,0.81,01:38:42,False,5,5,MORNING
154,U1000009,2022-09-01,46.63,29.52,242.95,2.06,145.0,0.8,01:34:47,False,5,5,MORNING
155,U1000009,2022-09-15,46.96,26.03,208.84,1.77,124.67,0.69,01:48:14,False,5,5,MORNING
156,U1000009,2022-10-20,47.03,30.33,250.22,2.12,142.36,0.78,01:33:03,False,5,5,MORNING
157,U1000009,2022-10-27,47.02,29.05,261.23,2.21,139.66,0.77,01:37:07,False,5,5,MORNING
158,U1000009,2022-11-03,45.36,29.45,238.02,2.02,138.03,0.76,01:32:25,False,5,5,MORNING
159,U1000009,2022-11-10,47.17,29.77,257.58,2.18,137.9,0.76,01:35:04,False,5,5,MORNING
160,U1000009,2022-11-17,47.34,30.58,268.86,2.28,142.55,0.79,01:32:53,False,5,5,MORNING
161,U1000009,2022-11-24,46.65,29.16,241.67,2.05,133.75,0.74,01:36:00,False,5,5,MORNING
162,U1000010,2021-01-07,87.65,26.4,166.9,1.94,134.84,0.79,03:19:13,False,5,5,MORNING
163,U1000010,2021-01-14,54.89,28.94,171.78,2.0,132.79,0.78,01:53:48,False,5,5,MORNING
164,U1000010,2021-01-21,45.39,26.72,167.77,1.95,130.39,0.77,01:41:55,False,5,5,MORNING
165,U1000010,2021-01-28,39.77,25.56,165.88,1.93,129.03,0.76,01:33:21,False,5,5,MORNING
166,U1000010,2021-02-04,60.64,28.64,180.0,2.09,136.48,0.8,02:07:02,False,5,5,MORNING
167,U1000010,2021-02-11,55.11,28.19,178.1,2.07,133.84,0.79,01:57:18,False,5,5,MORNING
168,U1000010,2021-02-18,41.81,25.72,160.34,1.86,125.03,0.74,01:37:32,False,5,5,MORNING
169,U1000010,2021-02-25,38.21,27.13,155.99,1.81,130.24,0.77,01:24:31,False,5,5,MORNING
